  x       Q^2   F2(C)/F2(D)    stat.     syst.
-----------------------------------------------
 0.22     5.0	  0.999		0.013   (1+0.7)%
 0.30     5.0	  1.009		0.015
 0.40	  5.0	  0.977		0.009
 0.50	  5.0	  0.944		0.010
 0.60	  5.0	  0.910		0.008
 0.70	  5.0	  0.888		0.008
 0.60	 10.0	  0.900		0.013
