PdfType: replica
Format: lhagrid1
---
1.0000000e-09 1.4508288e-09 2.1049041e-09 3.0538555e-09 4.4306215e-09 6.4280731e-09 9.3260335e-09 1.3530478e-08 1.9630407e-08 2.8480359e-08 4.1320124e-08 5.9948425e-08 8.6974900e-08 1.2618569e-07 1.8307383e-07 2.6560878e-07 3.8535286e-07 5.5908102e-07 8.1113083e-07 1.1768120e-06 1.7073526e-06 2.4770764e-06 3.5938137e-06 5.2140083e-06 7.5646333e-06 1.0974988e-05 1.5922828e-05 2.3101297e-05 3.3516027e-05 4.8626016e-05 7.0548023e-05 1.0235310e-04 1.4849683e-04 2.1544347e-04 3.1257158e-04 4.5348785e-04 6.5793322e-04 9.5454846e-04 1.3848864e-03 2.0092330e-03 2.9150531e-03 4.2292429e-03 6.1359073e-03 8.9021509e-03 1.2915497e-02 1.8738174e-02 2.7185882e-02 3.9442061e-02 5.7223677e-02 8.3021757e-02 1.0000000e-01 1.1836735e-01 1.3673469e-01 1.5510204e-01 1.7346939e-01 1.9183673e-01 2.1020408e-01 2.2857143e-01 2.4693878e-01 2.6530612e-01 2.8367347e-01 3.0204082e-01 3.2040816e-01 3.3877551e-01 3.5714286e-01 3.7551020e-01 3.9387755e-01 4.1224490e-01 4.3061224e-01 4.4897959e-01 4.6734694e-01 4.8571429e-01 5.0408163e-01 5.2244898e-01 5.4081633e-01 5.5918367e-01 5.7755102e-01 5.9591837e-01 6.1428571e-01 6.3265306e-01 6.5102041e-01 6.6938776e-01 6.8775510e-01 7.0612245e-01 7.2448980e-01 7.4285714e-01 7.6122449e-01 7.7959184e-01 7.9795918e-01 8.1632653e-01 8.3469388e-01 8.5306122e-01 8.7142857e-01 8.8979592e-01 9.0816327e-01 9.2653061e-01 9.4489796e-01 9.6326531e-01 9.8163265e-01 1.0000000e+00 
1.3000000e+00 1.4015966e+00 1.5163320e+00 1.6463614e+00 1.7942663e+00 1.9631517e+00 2.1567704e+00 2.3796794e+00 2.6374397e+00 2.9368731e+00 3.2863925e+00 3.6964305e+00 4.1800000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
 -4.2237707e+00  2.1578188e+00  1.1441877e+01  3.4985729e+00  1.9433811e+01  3.2419339e+01  1.9433958e+01  3.4987200e+00  1.1441798e+01  2.1578196e+00 -4.2237707e+00 
  4.6258937e-11  1.3700061e+00  1.0597539e+01  2.7518746e+00  1.8492052e+01  3.9258138e+01  1.8492202e+01  2.7520251e+00  1.0597459e+01  1.3700069e+00  3.1455964e-11 
 -4.0711434e-11  1.6842004e+00  1.0855708e+01  3.1063758e+00  1.8654107e+01  4.6896367e+01  1.8654261e+01  3.1065299e+00  1.0855626e+01  1.6842012e+00  7.7714131e-11 
  7.7717210e-11  2.0524374e+00  1.1168419e+01  3.5141165e+00  1.8872008e+01  5.5474915e+01  1.8872165e+01  3.5142742e+00  1.1168336e+01  2.0524382e+00 -4.0708355e-11 
  4.4407974e-11  2.4837378e+00  1.1544691e+01  3.9841226e+00  1.9154764e+01  6.5167600e+01  1.9154924e+01  3.9842839e+00  1.1544607e+01  2.4837386e+00 -7.4015816e-11 
  6.6612671e-11  2.9882497e+00  1.1994668e+01  4.5265483e+00  1.9512512e+01  7.6187676e+01  1.9512675e+01  4.5267133e+00  1.1994582e+01  2.9882505e+00 -6.6614092e-11 
  1.0732014e-10  3.5773556e+00  1.2529728e+01  5.1527831e+00  1.9956617e+01  8.8795139e+01  1.9956784e+01  5.1529518e+00  1.2529641e+01  3.5773563e+00 -2.5906625e-11 
 -2.4056609e-11  4.2638010e+00  1.3162611e+01  5.8755804e+00  2.0499807e+01  1.0330503e+02  2.0499978e+01  5.8757528e+00  1.3162523e+01  4.2638017e+00 -3.8859582e-11 
  2.5905914e-11  5.0617618e+00  1.3907489e+01  6.7091243e+00  2.1156239e+01  1.2009517e+02  2.1156413e+01  6.7093005e+00  1.3907399e+01  5.0617625e+00  2.5905914e-11 
 -8.8816243e-11  5.9870405e+00  1.4780155e+01  7.6692263e+00  2.1941690e+01  1.3961622e+02  2.1941869e+01  7.6694063e+00  1.4780064e+01  5.9870412e+00  1.4802956e-10 
 -3.1456911e-11  7.0572118e+00  1.5798178e+01  8.7734704e+00  2.2873713e+01  1.6240154e+02  2.2873895e+01  8.7736544e+00  1.5798086e+01  7.0572125e+00 -3.1456911e-11 
 -4.2559141e-11  8.2918047e+00  1.6981078e+01  1.0041395e+01  2.3971810e+01  1.8907777e+02  2.3971996e+01  1.0041583e+01  1.6980985e+01  8.2918054e+00 -2.7756168e-11 
  2.4056609e-11  9.7125054e+00  1.8350534e+01  1.1494697e+01  2.5257641e+01  2.2037621e+02  2.5257831e+01  1.1494889e+01  1.8350439e+01  9.7125061e+00 -9.4367181e-11 
 -3.8935382e+00  1.9874110e+00  1.0545556e+01  4.0282088e+00  1.7114005e+01  2.8665899e+01  1.7114178e+01  4.0283813e+00  1.0545468e+01  1.9874120e+00 -3.8935390e+00 
 -5.4466078e-11  1.2503245e+00  9.7559048e+00  3.3195355e+00  1.6243606e+01  3.4748198e+01  1.6243783e+01  3.3197119e+00  9.7558151e+00  1.2503253e+00 -7.0101300e-11 
 -1.3379371e-10  1.5286164e+00  9.9817785e+00  3.6280410e+00  1.6387079e+01  4.1546323e+01  1.6387260e+01  3.6282217e+00  9.9816874e+00  1.5286171e+00 -1.2418698e-11 
  3.1980975e-11  1.8562852e+00  1.0257516e+01  3.9851226e+00  1.6581704e+01  4.9191765e+01  1.6581888e+01  3.9853075e+00  1.0257423e+01  1.8562859e+00  3.1445859e-11 
