   X     Q^2      yF2(Pb)EPS09/F2p Stheo      statEPS09   systEPS09    F2(Pb)DSSZ/F2p   S(F2(Pb)DSSZ)  statDSSZ    systDSSZ  
 -----------------------------------------------------------------------------------------------------------
0.0085   1.8  0.59 0.734874E+00 0.506052E-01 0.835084E-02 0.106283E-01 0.746285E+00 0.616241E-01 0.848051E-02 0.107934E-01
0.0125   2.4  0.53 0.772744E+00 0.357486E-01 0.728241E-02 0.890072E-02 0.782374E+00 0.476375E-01 0.737316E-02 0.901164E-02
0.0175   3.0  0.47 0.829028E+00 0.258943E-01 0.759802E-02 0.759802E-02 0.838866E+00 0.394848E-01 0.768818E-02 0.768818E-02
0.0250   3.8  0.42 0.866535E+00 0.184381E-01 0.703071E-02 0.703071E-02 0.873126E+00 0.314736E-01 0.708418E-02 0.708418E-02
0.0350   4.7  0.37 0.900636E+00 0.176740E-01 0.817934E-02 0.636171E-02 0.903952E+00 0.261077E-01 0.820945E-02 0.638513E-02
0.0450   5.6  0.34 0.929859E+00 0.176041E-01 0.927078E-02 0.648955E-02 0.933626E+00 0.253797E-01 0.930833E-02 0.651583E-02
0.0550   6.3  0.31 0.947240E+00 0.160833E-01 0.103678E-01 0.659769E-02 0.942850E+00 0.257563E-01 0.103197E-01 0.656711E-02
0.0700   7.3  0.29 0.941853E+00 0.159828E-01 0.856230E-02 0.570820E-02 0.934757E+00 0.270372E-01 0.849779E-02 0.566519E-02
0.0900   8.7  0.26 0.964871E+00 0.164928E-01 0.945025E-02 0.567015E-02 0.963061E+00 0.294447E-01 0.943252E-02 0.565951E-02
0.1250  11.0  0.24 0.918406E+00 0.136895E-01 0.736197E-02 0.552148E-02 0.924352E+00 0.285399E-01 0.740963E-02 0.555722E-02
0.1750  14.0  0.22 0.894162E+00 0.176380E-01 0.965239E-02 0.438745E-02 0.904209E+00 0.257250E-01 0.976084E-02 0.443675E-02
0.2500  19.0  0.21 0.811842E+00 0.117975E-01 0.896612E-02 0.407551E-02 0.825060E+00 0.216057E-01 0.911210E-02 0.414187E-02
0.3500  24.0  0.19 0.727314E+00 0.167450E-01 0.140010E-01 0.368447E-02 0.760370E+00 0.207879E-01 0.146373E-01 0.385193E-02
0.4500  31.0  0.19 0.620192E+00 0.217348E-01 0.194438E-01 0.335239E-02 0.670911E+00 0.197263E-01 0.210340E-01 0.362654E-02
0.5500  38.0  0.19 0.578933E+00 0.285002E-01 0.310143E-01 0.304061E-02 0.643051E+00 0.239430E-01 0.344492E-01 0.337737E-02
0.6500  44.0  0.18 0.585670E+00 0.337048E-01 0.473212E-01 0.278360E-02 0.664785E+00 0.252313E-01 0.537136E-01 0.315963E-02
