   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) factordssz erfactordssz
0.2200 5.000 0.288166E+00 0.520332E-02 0.292281E+00 0.560570E-02 0.851652E+00 0.103142E-01 0.291353E+00 0.918363E-02 0.291698E+00 0.479902E-02 0.862790E+00 0.185489E-01
0.3000 5.000 0.234660E+00 0.448544E-02 0.237807E+00 0.433888E-02 0.811016E+00 0.541993E-02 0.236557E+00 0.747831E-02 0.237532E+00 0.459702E-02 0.818517E+00 0.169163E-01
0.4000 5.000 0.160920E+00 0.329686E-02 0.165489E+00 0.287174E-02 0.762730E+00 0.328070E-02 0.166705E+00 0.549194E-02 0.168026E+00 0.382420E-02 0.778217E+00 0.164092E-01
0.5000 5.000 0.960439E-01 0.259574E-02 0.998761E-01 0.226218E-02 0.722190E+00 0.442199E-02 0.103471E+00 0.334227E-02 0.104770E+00 0.255420E-02 0.741697E+00 0.155312E-01
0.6000 5.000 0.487701E-01 0.173103E-02 0.513174E-01 0.145662E-02 0.677697E+00 0.617563E-02 0.546715E-01 0.152045E-02 0.557347E-01 0.125489E-02 0.699491E+00 0.140102E-01
0.7000 5.000 0.202384E-01 0.768518E-03 0.215291E-01 0.660233E-03 0.634089E+00 0.598954E-02 0.231439E-01 0.455047E-03 0.238130E-01 0.431058E-03 0.655575E+00 0.124153E-01
0.600010.000 0.398450E-01 0.140988E-02 0.419787E-01 0.120445E-02 0.673586E+00 0.556180E-02 0.447704E-01 0.120869E-02 0.456823E-01 0.101801E-02 0.695491E+00 0.136644E-01
