   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09)F2ceps09S(F2ceps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) F2cdsszS(F2cdssz) factordssz erfactordssz
0.0125   3.4 0.328433E+00 0.117423E-01 0.328433E+00 0.117423E-01 0.370068E+00 0.962367E-02 0.911314E+00 0.236989E-01 0.328314E+00 0.181808E-01 0.328314E+00 0.181808E-01 0.381903E+00 0.387268E-02 0.940459E+00 0.953671E-02
0.0175   4.5 0.350225E+00 0.803952E-02 0.350225E+00 0.803952E-02 0.383389E+00 0.640406E-02 0.929678E+00 0.155292E-01 0.348407E+00 0.148410E-01 0.348407E+00 0.148410E-01 0.390642E+00 0.317512E-02 0.947267E+00 0.769933E-02
0.0250   6.1 0.370205E+00 0.659030E-02 0.370205E+00 0.659030E-02 0.393564E+00 0.477041E-02 0.945255E+00 0.114575E-01 0.366046E+00 0.115621E-01 0.366046E+00 0.115621E-01 0.396604E+00 0.244941E-02 0.952558E+00 0.588297E-02
0.0350   8.0 0.384532E+00 0.726336E-02 0.384532E+00 0.726336E-02 0.398976E+00 0.444938E-02 0.958875E+00 0.106934E-01 0.378035E+00 0.930140E-02 0.378035E+00 0.930140E-02 0.397632E+00 0.196179E-02 0.955647E+00 0.471486E-02
0.0450   9.8 0.392250E+00 0.702793E-02 0.392250E+00 0.702793E-02 0.399633E+00 0.413387E-02 0.966030E+00 0.999279E-02 0.384689E+00 0.905231E-02 0.384689E+00 0.905231E-02 0.395907E+00 0.207634E-02 0.957024E+00 0.501913E-02
0.0550  11.6 0.394702E+00 0.646178E-02 0.394702E+00 0.646178E-02 0.397292E+00 0.386782E-02 0.967762E+00 0.942160E-02 0.385760E+00 0.933340E-02 0.385760E+00 0.933340E-02 0.392341E+00 0.239220E-02 0.955700E+00 0.582714E-02
0.0700  13.9 0.389749E+00 0.543906E-02 0.389749E+00 0.543906E-02 0.388974E+00 0.405088E-02 0.964512E+00 0.100447E-01 0.382397E+00 0.101837E-01 0.382397E+00 0.101837E-01 0.383994E+00 0.299384E-02 0.952163E+00 0.742361E-02
0.0900  16.9 0.375275E+00 0.556627E-02 0.375275E+00 0.556627E-02 0.374570E+00 0.395223E-02 0.953924E+00 0.100652E-01 0.372620E+00 0.108629E-01 0.372620E+00 0.108629E-01 0.370860E+00 0.364879E-02 0.944475E+00 0.929243E-02
0.1250  21.4 0.342941E+00 0.528942E-02 0.342941E+00 0.528942E-02 0.345485E+00 0.335084E-02 0.928786E+00 0.900823E-02 0.346490E+00 0.106171E-01 0.346490E+00 0.106171E-01 0.343813E+00 0.425830E-02 0.924291E+00 0.114478E-01
0.1750  27.5 0.298561E+00 0.473393E-02 0.298561E+00 0.473393E-02 0.302551E+00 0.288221E-02 0.889052E+00 0.846944E-02 0.301736E+00 0.899463E-02 0.301736E+00 0.899463E-02 0.301435E+00 0.435004E-02 0.885772E+00 0.127827E-01
0.2500  35.5 0.231115E+00 0.391031E-02 0.231115E+00 0.391031E-02 0.239024E+00 0.313017E-02 0.832899E+00 0.109074E-01 0.234174E+00 0.690367E-02 0.234174E+00 0.690367E-02 0.237413E+00 0.400920E-02 0.827285E+00 0.139704E-01
0.3500  45.3 0.148219E+00 0.277644E-02 0.148219E+00 0.277644E-02 0.159211E+00 0.200253E-02 0.770535E+00 0.969167E-02 0.153396E+00 0.474218E-02 0.153396E+00 0.474218E-02 0.158267E+00 0.319922E-02 0.765965E+00 0.154833E-01
0.4500  53.6 0.832503E-01 0.213244E-02 0.832503E-01 0.213244E-02 0.930195E-01 0.150263E-02 0.713826E+00 0.115311E-01 0.893347E-01 0.276085E-02 0.893347E-01 0.276085E-02 0.935805E-01 0.221456E-02 0.718132E+00 0.169944E-01
0.5500  60.0 0.403856E-01 0.135579E-02 0.403856E-01 0.135579E-02 0.468904E-01 0.974071E-03 0.661770E+00 0.137472E-01 0.437048E-01 0.184337E-02 0.437048E-01 0.184337E-02 0.467401E-01 0.153887E-02 0.659649E+00 0.217183E-01
0.7000  66.1 0.961028E-02 0.399703E-03 0.961028E-02 0.399703E-03 0.115522E-01 0.292049E-03 0.606509E+00 0.153330E-01 0.108443E-01 0.180810E-03 0.108443E-01 0.180810E-03 0.119030E-01 0.447906E-03 0.624924E+00 0.235157E-01
