   X     Q^2    y  F2(Pb)EPS09/F2p Stheo     statEPS09   systEPS09    F2(Pb)DSSZ/F2p  S(F2(Pb)DSSZ)  statDSSZ    systDSSZ  
 ---------------------------------------------------------------------------------------------------------------------------
0.0225   1.8  0.49 0.834202E+00 0.137651E-01 0.621876E-02 0.533036E-02 0.808106E+00 0.392805E-01 0.602422E-02 0.516362E-02
0.0275   2.0  0.44 0.844545E+00 0.148924E-01 0.721063E-02 0.360531E-02 0.822695E+00 0.349274E-01 0.702407E-02 0.351204E-02
0.0325   2.2  0.41 0.879838E+00 0.173412E-01 0.820575E-02 0.273525E-02 0.861679E+00 0.330396E-01 0.803638E-02 0.267879E-02
0.0375   2.3  0.37 0.903465E+00 0.186648E-01 0.828867E-02 0.184193E-02 0.884325E+00 0.322066E-01 0.811307E-02 0.180291E-02
0.0425   2.4  0.34 0.902923E+00 0.191030E-01 0.926075E-02 0.185215E-02 0.888046E+00 0.313152E-01 0.910816E-02 0.182163E-02
0.0475   2.6  0.33 0.897097E+00 0.173078E-01 0.927712E-02 0.185542E-02 0.890238E+00 0.307731E-01 0.920618E-02 0.184124E-02
0.0525   2.7  0.31 0.943508E+00 0.169805E-01 0.102555E-01 0.186464E-02 0.936455E+00 0.321264E-01 0.101789E-01 0.185070E-02
0.0575   2.8  0.29 0.949216E+00 0.159012E-01 0.103074E-01 0.187407E-02 0.943025E+00 0.326741E-01 0.102402E-01 0.186185E-02
0.0650   3.0  0.28 0.948062E+00 0.152214E-01 0.753926E-02 0.188482E-02 0.942660E+00 0.331003E-01 0.749630E-02 0.187408E-02
0.0750   3.3  0.27 0.951492E+00 0.147984E-01 0.849547E-02 0.188788E-02 0.948517E+00 0.336718E-01 0.846891E-02 0.188198E-02
0.0850   3.6  0.26 0.951771E+00 0.147486E-01 0.940486E-02 0.188097E-02 0.955411E+00 0.348184E-01 0.944082E-02 0.188816E-02
0.0950   3.9  0.25 0.942879E+00 0.147571E-01 0.102690E-01 0.186709E-02 0.952739E+00 0.347886E-01 0.103764E-01 0.188661E-02
0.1130   4.3  0.23 0.940005E+00 0.134699E-01 0.737259E-02 0.184315E-02 0.956939E+00 0.350183E-01 0.750541E-02 0.187635E-02
0.1380   5.1  0.22 0.925044E+00 0.110832E-01 0.909581E-02 0.181916E-02 0.939619E+00 0.337609E-01 0.923912E-02 0.184782E-02
0.1750   6.2  0.22 0.899643E+00 0.161385E-01 0.795362E-02 0.176747E-02 0.909851E+00 0.314401E-01 0.804387E-02 0.178753E-02
0.2250   7.7  0.21 0.847553E+00 0.127652E-01 0.108340E-01 0.166677E-02 0.861450E+00 0.285605E-01 0.110116E-01 0.169410E-02
0.2750   9.1  0.20 0.792770E+00 0.133923E-01 0.127097E-01 0.158872E-02 0.802330E+00 0.264486E-01 0.128630E-01 0.160788E-02
0.3500  11.0  0.19 0.726106E+00 0.919330E-02 0.125573E-01 0.147733E-02 0.737890E+00 0.249896E-01 0.127611E-01 0.150130E-02
0.4500  14.0  0.18 0.659726E+00 0.945052E-02 0.186967E-01 0.133548E-02 0.685162E+00 0.236813E-01 0.194176E-01 0.138697E-02
0.6000  17.0  0.17 0.553742E+00 0.112235E-01 0.217828E-01 0.229293E-02 0.594830E+00 0.195189E-01 0.233991E-01 0.246306E-02
