   X     Q^2    y  F2(Pb)EPS09/f2p  Stheo     statEPS09   systEPS09
 --------------------------------------------------------------------
0.0125   3.2  0.71 0.785876E+00 0.194278E-01 0.979008E-02 0.356003E-01
0.0175   4.3  0.68 0.847112E+00 0.122605E-01 0.822438E-02 0.228455E-01
0.0250   5.6  0.62 0.896159E+00 0.104973E-01 0.560099E-02 0.121355E-01
0.0350   7.3  0.56 0.935618E+00 0.108378E-01 0.569919E-02 0.569919E-02
0.0450   8.6  0.50 0.948862E+00 0.100064E-01 0.576232E-02 0.384154E-02
0.0700  11.2  0.40 0.967936E+00 0.102785E-01 0.480604E-02 0.672845E-02
0.3500  25.1  0.15 0.764432E+00 0.919434E-02 0.531383E-02 0.835031E-02
0.4500  32.0  0.15 0.682134E+00 0.996200E-02 0.835266E-02 0.835266E-02
0.5500  43.9  0.16 0.636247E+00 0.115952E-01 0.178327E-01 0.267491E-01
0.7000  56.8  0.24 0.498873E+00 0.116643E-01 0.218905E-01 0.345639E-01
