   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) factordssz erfactordssz
0.2200 5.000 0.288166E+00 0.520332E-02 0.296545E+00 0.452942E-02 0.839404E+00 0.120546E-01 0.291353E+00 0.918363E-02 0.294553E+00 0.453659E-02 0.854428E+00 0.257816E-01
0.3000 5.000 0.234660E+00 0.448544E-02 0.244196E+00 0.407753E-02 0.789797E+00 0.767104E-02 0.236557E+00 0.747831E-02 0.242027E+00 0.440489E-02 0.803318E+00 0.232175E-01
0.4000 5.000 0.160920E+00 0.329686E-02 0.172730E+00 0.243903E-02 0.730755E+00 0.734183E-02 0.166705E+00 0.549194E-02 0.172781E+00 0.371823E-02 0.756800E+00 0.222309E-01
0.5000 5.000 0.960439E-01 0.259574E-02 0.106041E+00 0.181763E-02 0.680202E+00 0.107158E-01 0.103471E+00 0.334227E-02 0.108651E+00 0.258076E-02 0.715204E+00 0.207723E-01
0.6000 5.000 0.487701E-01 0.173103E-02 0.554948E-01 0.118447E-02 0.626684E+00 0.139201E-01 0.546715E-01 0.152045E-02 0.583830E-01 0.140700E-02 0.667763E+00 0.187118E-01
0.7000 5.000 0.202384E-01 0.768518E-03 0.236256E-01 0.527604E-03 0.577821E+00 0.139887E-01 0.231439E-01 0.455047E-03 0.252403E-01 0.618702E-03 0.618504E+00 0.172309E-01
0.600010.000 0.398450E-01 0.140988E-02 0.454436E-01 0.973751E-03 0.622228E+00 0.135011E-01 0.447704E-01 0.120869E-02 0.478981E-01 0.115512E-02 0.663316E+00 0.182280E-01
