   X     Q^2 F2(Pb)EPS09/F2p Stheo     statEPS09   systEPS09    F2(Pb)DSSZ/F2p  S(F2(Pb)DSSZ)  statDSSZ    systDSSZ  
 ---------------------------------------------------------------------------------------------------------------------------
0.0125   1.8 0.759866E+00 0.197301E-01 0.121440E-01 0.294925E-01 0.763622E+00 0.331611E-01 0.122040E-01 0.296383E-01
0.0125   2.3 0.736715E+00 0.187758E-01 0.166837E-01 0.307331E-01 0.738402E+00 0.295714E-01 0.167219E-01 0.308034E-01
0.0125   2.8 0.780059E+00 0.190311E-01 0.168231E-01 0.309899E-01 0.781107E+00 0.293418E-01 0.168457E-01 0.310315E-01
0.0125   3.5 0.795076E+00 0.197203E-01 0.134002E-01 0.375204E-01 0.794808E+00 0.280178E-01 0.133956E-01 0.375078E-01
0.0125   4.5 0.813089E+00 0.201423E-01 0.117186E-01 0.432686E-01 0.811825E+00 0.267142E-01 0.117004E-01 0.432013E-01
0.0125   5.5 0.840156E+00 0.202364E-01 0.172573E-01 0.508635E-01 0.836912E+00 0.262892E-01 0.171906E-01 0.506671E-01
0.0125   7.0 0.850177E+00 0.208010E-01 0.548501E-01 0.639918E-01 0.846250E+00 0.252673E-01 0.545968E-01 0.636962E-01
0.0175   1.8 0.779465E+00 0.146426E-01 0.141721E-01 0.203724E-01 0.780305E+00 0.281258E-01 0.141874E-01 0.203943E-01
0.0175   2.3 0.800912E+00 0.137320E-01 0.134231E-01 0.161077E-01 0.799599E+00 0.266518E-01 0.134011E-01 0.160813E-01
0.0175   2.8 0.827997E+00 0.131839E-01 0.152999E-01 0.233999E-01 0.826750E+00 0.258838E-01 0.152769E-01 0.233647E-01
0.0175   3.5 0.857421E+00 0.138704E-01 0.127025E-01 0.244977E-01 0.854194E+00 0.250913E-01 0.126547E-01 0.244056E-01
0.0175   4.5 0.852108E+00 0.128192E-01 0.128137E-01 0.256273E-01 0.846920E+00 0.231818E-01 0.127356E-01 0.254713E-01
0.0175   5.5 0.847031E+00 0.124453E-01 0.119689E-01 0.303826E-01 0.840501E+00 0.219290E-01 0.118766E-01 0.301484E-01
0.0175   7.0 0.870779E+00 0.123099E-01 0.111282E-01 0.343118E-01 0.861988E+00 0.213074E-01 0.110158E-01 0.339655E-01
0.0175   9.0 0.904184E+00 0.131498E-01 0.466074E-01 0.559289E-01 0.894553E+00 0.209977E-01 0.461110E-01 0.553332E-01
