   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) factordssz erfactordssz
0.2200 5.000 0.288166E+00 0.520332E-02 0.294662E+00 0.392669E-02 0.844769E+00 0.151342E-01 0.291353E+00 0.918363E-02 0.292583E+00 0.466986E-02 0.860180E+00 0.248045E-01
0.3000 5.000 0.234660E+00 0.448544E-02 0.244423E+00 0.372989E-02 0.789063E+00 0.116199E-01 0.236557E+00 0.747831E-02 0.241191E+00 0.438413E-02 0.806102E+00 0.223772E-01
0.4000 5.000 0.160920E+00 0.329686E-02 0.174101E+00 0.234738E-02 0.725000E+00 0.134576E-01 0.166705E+00 0.549194E-02 0.172696E+00 0.367301E-02 0.757174E+00 0.218875E-01
0.5000 5.000 0.960439E-01 0.259574E-02 0.108157E+00 0.181627E-02 0.666897E+00 0.185044E-01 0.103471E+00 0.334227E-02 0.108774E+00 0.267818E-02 0.714390E+00 0.213761E-01
0.6000 5.000 0.487701E-01 0.173103E-02 0.572038E-01 0.120857E-02 0.607961E+00 0.232320E-01 0.546715E-01 0.152045E-02 0.584727E-01 0.167700E-02 0.666738E+00 0.211425E-01
0.7000 5.000 0.202384E-01 0.768518E-03 0.244458E-01 0.569161E-03 0.558434E+00 0.237358E-01 0.231439E-01 0.455047E-03 0.252757E-01 0.892130E-03 0.617637E+00 0.225146E-01
0.600010.000 0.398450E-01 0.140988E-02 0.468589E-01 0.101139E-02 0.603435E+00 0.231121E-01 0.447704E-01 0.120869E-02 0.479653E-01 0.139678E-02 0.662388E+00 0.209089E-01
