   X     Q^2    y  F2(Pb)EPS09/f2p  Stheo     statEPS09   systEPS09
 --------------------------------------------------------------------
0.0125   3.4  0.73 0.805651E+00 0.219026E-01 0.161983E-01 0.179034E-01
0.0175   4.5  0.69 0.829747E+00 0.141985E-01 0.141384E-01 0.194403E-01
0.0250   6.0  0.66 0.886211E+00 0.119287E-01 0.100395E-01 0.912679E-02
0.0350   7.9  0.62 0.908375E+00 0.142487E-01 0.103012E-01 0.103012E-01
0.0450   9.7  0.59 0.948037E+00 0.152233E-01 0.104914E-01 0.123989E-01
0.0550  11.4  0.57 0.964234E+00 0.126722E-01 0.115247E-01 0.163267E-01
0.0700  13.8  0.54 0.953757E+00 0.117101E-01 0.863563E-02 0.959514E-02
0.0900  16.7  0.51 0.966393E+00 0.134193E-01 0.949305E-02 0.161382E-01
0.1250  21.2  0.47 0.920333E+00 0.123154E-01 0.642306E-02 0.734064E-02
0.1750  27.4  0.43 0.887263E+00 0.122229E-01 0.783647E-02 0.104486E-01
0.2500  35.3  0.39 0.808772E+00 0.116358E-01 0.718553E-02 0.878232E-02
0.3500  45.3  0.36 0.736620E+00 0.102042E-01 0.108327E-01 0.180544E-01
0.4500  53.6  0.33 0.627109E+00 0.112701E-01 0.156127E-01 0.195158E-01
0.5500  60.3  0.30 0.567280E+00 0.130711E-01 0.246134E-01 0.287156E-01
0.7000  66.4  0.26 0.478670E+00 0.137306E-01 0.306973E-01 0.421438E-01
