   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09)F2ceps09S(F2ceps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) F2cdsszS(F2cdssz) factordssz erfactordssz
0.0125   3.4 0.328433E+00 0.117423E-01 0.374474E+00 0.986350E-02 0.370068E+00 0.962367E-02 0.799270E+00 0.306965E-01 0.328314E+00 0.181808E-01 0.382831E+00 0.385474E-02 0.381903E+00 0.387268E-02 0.806533E+00 0.447576E-01
0.0175   4.5 0.350225E+00 0.803952E-02 0.386610E+00 0.656822E-02 0.383389E+00 0.640406E-02 0.842185E+00 0.209993E-01 0.348407E+00 0.148410E-01 0.391074E+00 0.317087E-02 0.390642E+00 0.317512E-02 0.843919E+00 0.360136E-01
0.0250   6.0 0.368968E+00 0.653482E-02 0.394116E+00 0.439399E-02 0.392349E+00 0.473730E-02 0.884592E+00 0.173434E-01 0.364874E+00 0.115732E-01 0.395328E+00 0.246400E-02 0.395487E+00 0.244712E-02 0.879068E+00 0.279139E-01
0.0350   8.0 0.384532E+00 0.726336E-02 0.399066E+00 0.425225E-02 0.398976E+00 0.444938E-02 0.923953E+00 0.190904E-01 0.378035E+00 0.930140E-02 0.396800E+00 0.200306E-02 0.397632E+00 0.196179E-02 0.910455E+00 0.223872E-01
0.0450   9.8 0.392250E+00 0.702793E-02 0.398722E+00 0.456661E-02 0.399633E+00 0.413387E-02 0.950350E+00 0.183758E-01 0.384689E+00 0.905231E-02 0.394482E+00 0.212427E-02 0.395907E+00 0.207634E-02 0.933266E+00 0.219095E-01
0.0550  11.4 0.394024E+00 0.643306E-02 0.395351E+00 0.440402E-02 0.396655E+00 0.380721E-02 0.964309E+00 0.160586E-01 0.385159E+00 0.934660E-02 0.389899E+00 0.243796E-02 0.391784E+00 0.239365E-02 0.944058E+00 0.228389E-01
0.0700  13.8 0.389544E+00 0.542651E-02 0.386516E+00 0.412499E-02 0.388808E+00 0.404279E-02 0.972054E+00 0.149307E-01 0.382228E+00 0.101887E-01 0.381345E+00 0.302782E-02 0.383838E+00 0.299423E-02 0.954373E+00 0.253552E-01
0.0900  16.8 0.375205E+00 0.556285E-02 0.370381E+00 0.352641E-02 0.374479E+00 0.394467E-02 0.966306E+00 0.164316E-01 0.372548E+00 0.108668E-01 0.367650E+00 0.366968E-02 0.370793E+00 0.364910E-02 0.957075E+00 0.278206E-01
0.1250  21.4 0.342941E+00 0.528942E-02 0.340665E+00 0.314722E-02 0.345485E+00 0.335084E-02 0.934990E+00 0.148451E-01 0.346490E+00 0.106171E-01 0.339819E+00 0.425712E-02 0.343813E+00 0.425830E-02 0.942436E+00 0.287663E-01
0.1750  27.6 0.298534E+00 0.472890E-02 0.297986E+00 0.304047E-02 0.302522E+00 0.288490E-02 0.890673E+00 0.146664E-01 0.301701E+00 0.899212E-02 0.296566E+00 0.431501E-02 0.301401E+00 0.434934E-02 0.901082E+00 0.267412E-01
0.2500  35.5 0.231115E+00 0.391031E-02 0.233853E+00 0.305921E-02 0.239024E+00 0.313017E-02 0.823147E+00 0.143361E-01 0.234174E+00 0.690367E-02 0.232094E+00 0.394199E-02 0.237413E+00 0.400920E-02 0.834699E+00 0.245246E-01
0.3500  45.4 0.148183E+00 0.277611E-02 0.154744E+00 0.206191E-02 0.159174E+00 0.200227E-02 0.737851E+00 0.145170E-01 0.153361E+00 0.474093E-02 0.153594E+00 0.313218E-02 0.158231E+00 0.319856E-02 0.764792E+00 0.236152E-01
0.4500  53.9 0.831845E-01 0.213068E-02 0.900006E-01 0.151846E-02 0.929491E-01 0.150349E-02 0.659748E+00 0.185320E-01 0.892661E-01 0.275841E-02 0.901926E-01 0.217036E-02 0.935092E-01 0.221301E-02 0.710733E+00 0.219696E-01
0.5500  60.5 0.403262E-01 0.135375E-02 0.451109E-01 0.102626E-02 0.468237E-01 0.973449E-03 0.591555E+00 0.217402E-01 0.436431E-01 0.183974E-02 0.447087E-01 0.148089E-02 0.466744E-01 0.153633E-02 0.643910E+00 0.274266E-01
0.7000  66.7 0.959086E-02 0.399133E-03 0.109756E-01 0.295510E-03 0.115287E-01 0.291679E-03 0.529998E+00 0.240194E-01 0.108219E-01 0.181591E-03 0.112251E-01 0.439799E-03 0.118788E-01 0.446037E-03 0.602491E+00 0.992752E-02
