   X     Q^2      yF2(Pb)EPS09/F2p Stheo     statEPS09   systEPS09    F2(Pb)DSSZ/F2p   S(F2(Pb)DSSZ)  statDSSZ    systDSSZ  
 -----------------------------------------------------------------------------------------------------------
0.0125   1.8  0.47 0.793686E+00 0.349152E-01 0.647907E-02 0.485930E-02 0.789330E+00 0.529427E-01 0.644351E-02 0.483263E-02
0.0175   2.3  0.41 0.840954E+00 0.245132E-01 0.762962E-02 0.423868E-02 0.837447E+00 0.430597E-01 0.759780E-02 0.422100E-02
0.0250   2.8  0.36 0.873579E+00 0.184941E-01 0.615197E-02 0.439426E-02 0.872327E+00 0.345150E-01 0.614315E-02 0.438796E-02
0.0350   3.6  0.31 0.883241E+00 0.169760E-01 0.727696E-02 0.454810E-02 0.880896E+00 0.275919E-01 0.725764E-02 0.453602E-02
0.0450   4.2  0.28 0.925276E+00 0.163906E-01 0.928060E-02 0.464030E-02 0.924446E+00 0.269472E-01 0.927228E-02 0.463614E-02
0.0550   4.8  0.27 0.927785E+00 0.151249E-01 0.103505E-01 0.470479E-02 0.922520E+00 0.265790E-01 0.102918E-01 0.467809E-02
0.0700   6.0  0.25 0.954799E+00 0.147035E-01 0.951944E-02 0.475972E-02 0.945999E+00 0.281563E-01 0.943170E-02 0.471585E-02
0.0900   7.2  0.24 0.948212E+00 0.137452E-01 0.113332E-01 0.472217E-02 0.946659E+00 0.296050E-01 0.113146E-01 0.471444E-02
0.1250   9.2  0.23 0.926460E+00 0.151147E-01 0.918197E-02 0.459098E-02 0.934897E+00 0.293694E-01 0.926558E-02 0.463279E-02
0.1750  12.0  0.23 0.875450E+00 0.137461E-01 0.122318E-01 0.436851E-02 0.889752E+00 0.256359E-01 0.124317E-01 0.443988E-02
0.2500  17.0  0.22 0.809601E+00 0.128574E-01 0.122419E-01 0.408065E-02 0.822138E+00 0.216534E-01 0.124315E-01 0.414384E-02
0.3500  23.0  0.21 0.731713E+00 0.152210E-01 0.199558E-01 0.369552E-02 0.762783E+00 0.208115E-01 0.208032E-01 0.385244E-02
0.4500  29.0  0.20 0.614211E+00 0.191624E-01 0.290231E-01 0.337478E-02 0.660312E+00 0.192557E-01 0.312016E-01 0.362809E-02
0.5500  33.0  0.15 0.606705E+00 0.268667E-01 0.503541E-01 0.368445E-02 0.668131E+00 0.247115E-01 0.554521E-01 0.405747E-02
0.6500  39.0  0.13 0.451489E+00 0.234266E-01 0.608749E-01 0.789120E-02 0.506547E+00 0.187465E-01 0.682985E-01 0.885351E-02
