   X     Q^2 F2(Pb)EPS09/F2p  Stheo     statEPS09 systEPS09
 -----------------------------------------------------------
0.1300  2.00 0.955738E+00 0.171550E-02 0.129529E-01 (1+2.3)%
0.2200  2.00 0.880524E+00 0.481588E-02 0.122174E-01
0.3000  2.00 0.831148E+00 0.158270E-02 0.115897E-01
0.4000  2.00 0.763246E+00 0.692114E-03 0.110273E-01
0.5000  2.00 0.699688E+00 0.126984E-02 0.828479E-02
0.2200  5.00 0.865945E+00 0.392567E-02 0.103396E-01
0.3000  5.00 0.820891E+00 0.141136E-02 0.122888E-01
0.4000  5.00 0.761236E+00 0.783371E-03 0.702679E-02
0.5000  5.00 0.694352E+00 0.838066E-03 0.747419E-02
0.6000  5.00 0.640058E+00 0.958789E-03 0.495620E-02
0.7000  5.00 0.591815E+00 0.978145E-03 0.534974E-02
0.4000 10.00 0.750129E+00 0.663060E-03 0.101054E-01
0.5000 10.00 0.697287E+00 0.762885E-03 0.133665E-01
0.6000 10.00 0.626271E+00 0.800173E-03 0.915807E-02
0.7000 10.00 0.592218E+00 0.666049E-03 0.113247E-01
0.8000 10.00 0.622050E+00 0.219481E-02 0.114840E-01
0.6000 15.00 0.646545E+00 0.109587E-02 0.112443E-01
