   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09)F2ceps09S(F2ceps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) F2cdsszS(F2cdssz) factordssz erfactordssz
0.0125   1.8 0.267596E+00 0.118947E-01 0.275272E+00 0.112155E-01 0.311738E+00 0.780861E-02 0.867427E+00 0.225229E-01 0.268934E+00 0.182584E-01 0.286955E+00 0.886243E-02 0.324950E+00 0.376552E-02 0.871715E+00 0.378551E-01
0.0125   2.3 0.290178E+00 0.117291E-01 0.297640E+00 0.111259E-01 0.333553E+00 0.841541E-02 0.878087E+00 0.223788E-01 0.290888E+00 0.182137E-01 0.308810E+00 0.885370E-02 0.346015E+00 0.377564E-02 0.880098E+00 0.352460E-01
0.0125   2.8 0.309298E+00 0.116355E-01 0.316531E+00 0.112892E-01 0.351668E+00 0.889997E-02 0.885425E+00 0.216017E-01 0.309613E+00 0.181650E-01 0.327416E+00 0.884423E-02 0.363880E+00 0.380814E-02 0.886614E+00 0.333051E-01
0.0125   3.5 0.331330E+00 0.117664E-01 0.338284E+00 0.115233E-01 0.372874E+00 0.971001E-02 0.893343E+00 0.221577E-01 0.331128E+00 0.181893E-01 0.348856E+00 0.887282E-02 0.384633E+00 0.388485E-02 0.893043E+00 0.314807E-01
0.0125   4.5 0.356950E+00 0.121344E-01 0.363611E+00 0.121778E-01 0.397567E+00 0.107296E-01 0.901429E+00 0.223307E-01 0.356473E+00 0.181979E-01 0.374058E+00 0.889925E-02 0.408899E+00 0.400776E-02 0.900028E+00 0.296166E-01
0.0125   5.5 0.377915E+00 0.123259E-01 0.384399E+00 0.127401E-01 0.418263E+00 0.113460E-01 0.908277E+00 0.218772E-01 0.376867E+00 0.182891E-01 0.394402E+00 0.896108E-02 0.428679E+00 0.413697E-02 0.904770E+00 0.284208E-01
0.0125   7.0 0.402961E+00 0.127100E-01 0.409385E+00 0.133466E-01 0.442971E+00 0.125243E-01 0.914169E+00 0.223666E-01 0.401799E+00 0.184182E-01 0.419285E+00 0.904291E-02 0.452894E+00 0.431808E-02 0.909946E+00 0.271691E-01
0.0175   1.8 0.272031E+00 0.863973E-02 0.278425E+00 0.804018E-02 0.308774E+00 0.553868E-02 0.885756E+00 0.166394E-01 0.272682E+00 0.153185E-01 0.287641E+00 0.728193E-02 0.318576E+00 0.310261E-02 0.886710E+00 0.319612E-01
0.0175   2.3 0.291987E+00 0.833889E-02 0.297974E+00 0.786928E-02 0.327833E+00 0.549748E-02 0.894873E+00 0.153430E-01 0.292008E+00 0.151924E-01 0.306850E+00 0.724701E-02 0.337021E+00 0.307921E-02 0.893407E+00 0.297786E-01
0.0175   2.8 0.308522E+00 0.804278E-02 0.314670E+00 0.776404E-02 0.343554E+00 0.571611E-02 0.899997E+00 0.143303E-01 0.308211E+00 0.150661E-01 0.322918E+00 0.721043E-02 0.352383E+00 0.307904E-02 0.898641E+00 0.281346E-01
0.0175   3.5 0.327902E+00 0.804903E-02 0.333705E+00 0.779821E-02 0.361904E+00 0.615572E-02 0.907324E+00 0.146777E-01 0.326738E+00 0.149739E-01 0.341323E+00 0.719339E-02 0.370086E+00 0.311077E-02 0.903909E+00 0.265516E-01
0.0175   4.5 0.350225E+00 0.803952E-02 0.355742E+00 0.790300E-02 0.383389E+00 0.640406E-02 0.915261E+00 0.137693E-01 0.348407E+00 0.148410E-01 0.362800E+00 0.716456E-02 0.390642E+00 0.317512E-02 0.909689E+00 0.248999E-01
0.0175   5.5 0.368481E+00 0.802035E-02 0.373877E+00 0.812742E-02 0.400788E+00 0.682253E-02 0.920686E+00 0.135275E-01 0.365714E+00 0.148066E-01 0.380013E+00 0.717362E-02 0.407283E+00 0.325328E-02 0.913588E+00 0.238359E-01
0.0175   7.0 0.390527E+00 0.816375E-02 0.395566E+00 0.857242E-02 0.422034E+00 0.716436E-02 0.927347E+00 0.131096E-01 0.386839E+00 0.147687E-01 0.401010E+00 0.718710E-02 0.427561E+00 0.336917E-02 0.917985E+00 0.226915E-01
0.0175   9.0 0.413510E+00 0.843643E-02 0.418786E+00 0.887663E-02 0.444327E+00 0.773451E-02 0.932149E+00 0.135565E-01 0.409120E+00 0.147406E-01 0.423148E+00 0.720685E-02 0.448939E+00 0.351119E-02 0.922220E+00 0.216471E-01
0.0250   1.8 0.279534E+00 0.720644E-02 0.284430E+00 0.655846E-02 0.308400E+00 0.456982E-02 0.903543E+00 0.141856E-01 0.279887E+00 0.128287E-01 0.291685E+00 0.585041E-02 0.315515E+00 0.261279E-02 0.902532E+00 0.269434E-01
0.0250   2.3 0.296828E+00 0.699237E-02 0.301913E+00 0.639788E-02 0.324913E+00 0.440378E-02 0.909010E+00 0.129879E-01 0.296844E+00 0.125732E-01 0.308480E+00 0.576377E-02 0.331515E+00 0.253132E-02 0.907782E+00 0.249309E-01
0.0250   2.8 0.311121E+00 0.693765E-02 0.315988E+00 0.637567E-02 0.338399E+00 0.440023E-02 0.914511E+00 0.123912E-01 0.310680E+00 0.123420E-01 0.322149E+00 0.568384E-02 0.344481E+00 0.247903E-02 0.911845E+00 0.234180E-01
0.0250   3.5 0.327759E+00 0.675646E-02 0.332289E+00 0.620153E-02 0.353900E+00 0.421441E-02 0.920912E+00 0.114091E-01 0.326320E+00 0.121190E-01 0.337614E+00 0.560952E-02 0.359221E+00 0.244667E-02 0.915975E+00 0.219407E-01
0.0250   4.5 0.346835E+00 0.670809E-02 0.351259E+00 0.604968E-02 0.371611E+00 0.440643E-02 0.926965E+00 0.115633E-01 0.344312E+00 0.118352E-01 0.355369E+00 0.551511E-02 0.376073E+00 0.242947E-02 0.920499E+00 0.203740E-01
0.0250   5.5 0.362372E+00 0.638671E-02 0.366264E+00 0.614894E-02 0.386037E+00 0.462003E-02 0.933014E+00 0.110135E-01 0.358608E+00 0.116609E-01 0.369508E+00 0.546122E-02 0.389594E+00 0.243907E-02 0.923652E+00 0.193315E-01
0.0250   7.0 0.380659E+00 0.682236E-02 0.384427E+00 0.651588E-02 0.403600E+00 0.495956E-02 0.938756E+00 0.111018E-01 0.375888E+00 0.114566E-01 0.386599E+00 0.540108E-02 0.405949E+00 0.247047E-02 0.927143E+00 0.181980E-01
0.0250   9.0 0.400457E+00 0.682965E-02 0.404195E+00 0.673907E-02 0.422767E+00 0.518475E-02 0.945852E+00 0.106117E-01 0.393986E+00 0.112484E-01 0.404492E+00 0.534133E-02 0.423069E+00 0.252187E-02 0.930551E+00 0.171388E-01
0.0250  11.5 0.419851E+00 0.690077E-02 0.422857E+00 0.665132E-02 0.440264E+00 0.545810E-02 0.951463E+00 0.116111E-01 0.411369E+00 0.110856E-01 0.421709E+00 0.529977E-02 0.439624E+00 0.258999E-02 0.933417E+00 0.162730E-01
0.0350   1.8 0.290073E+00 0.854453E-02 0.293987E+00 0.799444E-02 0.311354E+00 0.516802E-02 0.916559E+00 0.161607E-01 0.291028E+00 0.112897E-01 0.299779E+00 0.479379E-02 0.316822E+00 0.244875E-02 0.917645E+00 0.240362E-01
0.0350   2.3 0.305905E+00 0.829617E-02 0.309587E+00 0.748601E-02 0.326057E+00 0.493565E-02 0.923199E+00 0.155203E-01 0.305881E+00 0.109328E-01 0.314421E+00 0.466004E-02 0.330632E+00 0.231844E-02 0.921689E+00 0.220957E-01
0.0350   2.8 0.317986E+00 0.841325E-02 0.321525E+00 0.729859E-02 0.337828E+00 0.479739E-02 0.928595E+00 0.160481E-01 0.317600E+00 0.106347E-01 0.325945E+00 0.454752E-02 0.341464E+00 0.222448E-02 0.924734E+00 0.206641E-01
0.0350   3.5 0.332110E+00 0.812334E-02 0.335789E+00 0.711659E-02 0.350693E+00 0.433619E-02 0.932692E+00 0.135243E-01 0.330579E+00 0.103416E-01 0.338719E+00 0.443708E-02 0.353522E+00 0.214319E-02 0.927787E+00 0.192744E-01
0.0350   4.5 0.347713E+00 0.744986E-02 0.351573E+00 0.684671E-02 0.365033E+00 0.424481E-02 0.936782E+00 0.117950E-01 0.345212E+00 0.998335E-02 0.353089E+00 0.430236E-02 0.367037E+00 0.206100E-02 0.931135E+00 0.177849E-01
0.0350   5.5 0.360406E+00 0.718432E-02 0.363671E+00 0.662408E-02 0.376922E+00 0.394470E-02 0.942973E+00 0.106146E-01 0.356689E+00 0.974973E-02 0.364385E+00 0.421546E-02 0.377741E+00 0.201840E-02 0.933442E+00 0.167901E-01
0.0350   7.0 0.376161E+00 0.715633E-02 0.378716E+00 0.665095E-02 0.390696E+00 0.422391E-02 0.948831E+00 0.107662E-01 0.370427E+00 0.946519E-02 0.377903E+00 0.411126E-02 0.390553E+00 0.197878E-02 0.936035E+00 0.156727E-01
0.0350   9.0 0.392308E+00 0.727456E-02 0.394796E+00 0.661940E-02 0.406197E+00 0.445258E-02 0.955777E+00 0.112206E-01 0.384651E+00 0.917548E-02 0.391898E+00 0.400660E-02 0.403827E+00 0.195295E-02 0.938546E+00 0.146114E-01
0.0350  11.5 0.407689E+00 0.753780E-02 0.409478E+00 0.675718E-02 0.420160E+00 0.484888E-02 0.961357E+00 0.122013E-01 0.398252E+00 0.891973E-02 0.405296E+00 0.391575E-02 0.416582E+00 0.194424E-02 0.940715E+00 0.137049E-01
0.0350  15.0 0.423866E+00 0.766683E-02 0.425091E+00 0.672833E-02 0.435212E+00 0.577108E-02 0.966793E+00 0.140993E-01 0.412813E+00 0.863544E-02 0.419634E+00 0.381559E-02 0.430224E+00 0.194661E-02 0.942897E+00 0.127895E-01
0.0350  20.0 0.440822E+00 0.875138E-02 0.441650E+00 0.728405E-02 0.450917E+00 0.610609E-02 0.971492E+00 0.154533E-01 0.428055E+00 0.835626E-02 0.434649E+00 0.371730E-02 0.444541E+00 0.196391E-02 0.944996E+00 0.119323E-01
0.0450   1.8 0.300394E+00 0.969116E-02 0.303875E+00 0.909817E-02 0.315576E+00 0.653687E-02 0.923563E+00 0.204762E-01 0.303213E+00 0.110708E-01 0.309375E+00 0.441509E-02 0.320654E+00 0.261556E-02 0.930395E+00 0.237821E-01
