   X     Q^2 F2(Pb)EPS09/F2p  Stheo     statEPS09   systEPS09
 -----------------------------------------------------------
0.1300  2.00 0.962203E+00 0.222329E-01 0.204132E-01  (1+2.2)%
0.2200  2.00 0.871135E+00 0.233269E-01 0.181847E-01
0.3000  2.00 0.820225E+00 0.117328E-01 0.161144E-01
0.4000  2.00 0.717527E+00 0.174970E-01 0.146584E-01
0.2200  5.00 0.839275E+00 0.147726E-01 0.178569E-01
0.3000  5.00 0.778926E+00 0.150331E-01 0.165729E-01
0.4000  5.00 0.706614E+00 0.179893E-01 0.136718E-01
0.4000 10.00 0.681973E+00 0.183994E-01 0.149493E-01
0.5000 10.00 0.612871E+00 0.249409E-01 0.155485E-01
