   X     Q^2    y  F2(Pb)EPS09/f2p  Stheo     statEPS09   systEPS09
 --------------------------------------------------------------------
0.0175   4.5  0.69 0.859871E+00 0.214402E-01 0.109484E-01 0.176859E-01
0.0450   9.8  0.59 0.959854E+00 0.185595E-01 0.950350E-02 0.123546E-01
0.0550  11.4  0.57 0.961416E+00 0.160104E-01 0.106074E-01 0.154289E-01
0.0700  13.8  0.54 0.973998E+00 0.149605E-01 0.777643E-02 0.972054E-02
0.0900  16.8  0.51 0.964373E+00 0.163987E-01 0.869675E-02 0.154609E-01
0.1250  21.4  0.47 0.928445E+00 0.147412E-01 0.654493E-02 0.747992E-02
0.1750  27.6  0.43 0.896907E+00 0.147690E-01 0.712538E-02 0.106881E-01
0.2500  35.5  0.39 0.823970E+00 0.143504E-01 0.658517E-02 0.823147E-02
0.3500  45.4  0.36 0.738589E+00 0.145315E-01 0.103299E-01 0.177084E-01
0.4500  53.9  0.33 0.649852E+00 0.182541E-01 0.151742E-01 0.191327E-01
0.5500  60.5  0.30 0.554878E+00 0.203923E-01 0.224791E-01 0.272115E-01
0.7000  66.7  0.26 0.528408E+00 0.239473E-01 0.323299E-01 0.434599E-01
