   X     Q^2  F2(Pb)EPS09/F2p S(F2(Pb)EPS09) statEPS09 F2(Pb)DSSZ  S(F2(Pb)DSSZ)   statDSSZ  syst  
 -----------------------------------------------------------------------------------------------------------
  0.13   2.0 0.961312E+00 0.199738E-01 0.148752E-01 0.976023E+00 0.360991E-01 0.151029E-01 (1+0.7)%
  0.22   2.0 0.874907E+00 0.169122E-01 0.122243E-01 0.890715E+00 0.277220E-01 0.124451E-01
  0.30   2.0 0.833257E+00 0.123403E-01 0.115501E-01 0.844526E+00 0.246265E-01 0.117063E-01
  0.40   2.0 0.729343E+00 0.140566E-01 0.106252E-01 0.757990E+00 0.228925E-01 0.110425E-01
  0.50   2.0 0.668498E+00 0.194922E-01 0.978972E-02 0.716292E+00 0.223417E-01 0.104896E-01
  0.22   5.0 0.859159E+00 0.133863E-01 0.128874E-01 0.876252E+00 0.252024E-01 0.131438E-01
  0.30   5.0 0.802815E+00 0.130901E-01 0.121271E-01 0.820532E+00 0.227510E-01 0.123947E-01
  0.40   5.0 0.726839E+00 0.147153E-01 0.746241E-02 0.760743E+00 0.220737E-01 0.781050E-02
  0.50   5.0 0.662159E+00 0.200667E-01 0.689031E-02 0.712687E+00 0.215797E-01 0.741610E-02
  0.60   5.0 0.594506E+00 0.250354E-01 0.631781E-02 0.656635E+00 0.213388E-01 0.697805E-02
  0.70   5.0 0.533113E+00 0.246352E-01 0.585196E-02 0.594455E+00 0.224534E-01 0.652530E-02
  0.40  10.0 0.710483E+00 0.148651E-01 0.962112E-02 0.745651E+00 0.212450E-01 0.100974E-01
  0.50  10.0 0.643953E+00 0.206006E-01 0.122918E-01 0.695182E+00 0.208417E-01 0.132697E-01
  0.60  10.0 0.577918E+00 0.246289E-01 0.815737E-02 0.639019E+00 0.206917E-01 0.901982E-02
  0.70  10.0 0.544581E+00 0.253010E-01 0.105177E-01 0.605503E+00 0.235080E-01 0.116943E-01
  0.80  10.0 0.560454E+00 0.339180E-01 0.104867E-01 0.588065E+00 0.306735E-01 0.110033E-01
  0.60  15.0 0.563536E+00 0.240744E-01 0.938184E-02 0.623333E+00 0.202791E-01 0.103774E-01
