   X     Q^2 F2(Pb)EPS09/F2p  Stheo     statEPS09   systEPS09
 -----------------------------------------------------------
0.0900  2.00 0.939445E+00 0.745467E-02 0.178673E-01 (1+1.0)%
0.1300  2.00 0.957877E+00 0.804494E-02 0.128821E-01
0.2200  2.00 0.871068E+00 0.138810E-01 0.120147E-01
0.3000  2.00 0.812500E+00 0.124012E-01 0.105625E-01
0.4000  2.00 0.717487E+00 0.586206E-02 0.984934E-02
0.5000  2.00 0.641812E+00 0.808066E-02 0.780103E-02
0.1400  5.00 0.955025E+00 0.864096E-02 0.271314E-01
0.2200  5.00 0.860279E+00 0.893505E-02 0.110510E-01
0.3000  5.00 0.807832E+00 0.426091E-02 0.112310E-01
0.3000  5.00 0.786975E+00 0.415090E-02 0.120333E-01
0.4000  5.00 0.723611E+00 0.600385E-02 0.672779E-02
0.5000  5.00 0.644908E+00 0.792196E-02 0.630888E-02
0.5000  5.00 0.636496E+00 0.781863E-02 0.841185E-02
0.6000  5.00 0.572819E+00 0.100890E-01 0.455134E-02
0.7000  5.00 0.513187E+00 0.100763E-01 0.483568E-02
0.7000  5.00 0.513791E+00 0.100881E-01 0.846244E-02
0.3000 10.00 0.744750E+00 0.729511E-02 0.166027E-01
0.4000 10.00 0.693636E+00 0.583367E-02 0.890228E-02
0.5000 10.00 0.597896E+00 0.774547E-02 0.111236E-01
0.6000 10.00 0.551016E+00 0.952169E-02 0.710572E-02
0.7000 10.00 0.521591E+00 0.102127E-01 0.963678E-02
0.8000 10.00 0.556900E+00 0.147364E-01 0.992380E-02
0.6000 15.00 0.558332E+00 0.983302E-02 0.837176E-02
