  x       Q^2   F2(Ca)/F2(D)    stat.     syst.
-----------------------------------------------
 0.22     5.0	  1.012		0.016
 0.30     5.0	  1.023		0.015
 0.40	  5.0	  0.973		0.011
 0.50	  5.0	  0.935		0.010
 0.60	  5.0	  0.904		0.009
 0.70	  5.0	  0.883		0.010
 0.60	 10.0	  0.893		0.013
