   X     Q^2    y  F2(Pb)EPS09/F2p  Stheo    statEPS09   systEPS09
 --------------------------------------------------------------------
0.0450   5.5  0.34 0.920518E+00 0.127705E-01 0.749150E-02 0.468219E-02
0.0550   6.4  0.32 0.957800E+00 0.124068E-01 0.852641E-02 0.473689E-02
0.0900   9.6  0.30 0.965009E+00 0.105761E-01 0.844853E-02 0.469363E-02
0.1250  12.0  0.28 0.942519E+00 0.108353E-01 0.639306E-02 0.456647E-02
0.1750  15.0  0.27 0.878509E+00 0.123429E-01 0.868951E-02 0.434475E-02
0.2500  20.0  0.23 0.821686E+00 0.108832E-01 0.813550E-02 0.406775E-02
0.3500  27.0  0.21 0.719247E+00 0.118926E-01 0.111109E-01 0.370364E-02
0.4500  32.0  0.20 0.663875E+00 0.164499E-01 0.163415E-01 0.340449E-02
0.5500  37.0  0.17 0.576935E+00 0.202933E-01 0.230774E-01 0.686085E-02
0.6500  41.0  0.14 0.501011E+00 0.207395E-01 0.298426E-01 0.344337E-02
