      x         Q^2   F2(Li)/F2(D) stat    syst
 ----------------------------------------------
    0.0055     1.102     0.930     0.023   0.0
    0.0055     1.290     0.962     0.024   0.0
    0.0055     1.490     0.940     0.030   0.0
    0.0055     1.708     0.914     0.036   0.0
    0.0055     1.906     0.926     0.044   0.0
    0.0085     1.104     0.929     0.023   0.0
    0.0085     1.303     0.945     0.024   0.0
    0.0085     1.501     0.941     0.026   0.0
    0.0085     1.697     0.941     0.028   0.0
    0.0085     1.967     0.969     0.025   0.0
    0.0085     2.308     0.989     0.026   0.0
    0.0085     2.673     0.903     0.041   0.0
    0.0125     1.101     0.938     0.025   0.0
    0.0125     1.300     0.976     0.024   0.0
    0.0125     1.506     0.988     0.026   0.0
    0.0125     1.693     0.950     0.027   0.0
    0.0125     1.949     0.994     0.024   0.0
    0.0125     2.288     0.942     0.022   0.0
    0.0125     2.731     1.046     0.025   0.0
    0.0125     3.225     1.003     0.028   0.0
    0.0125     3.738     0.985     0.038   0.0
    0.0125     4.310     0.847     0.079   0.0
    0.0175     1.103     1.002     0.032   0.0
    0.0175     1.311     0.956     0.031   0.0
    0.0175     1.510     0.992     0.031   0.0
    0.0175     1.708     1.004     0.032   0.0
    0.0175     1.956     0.996     0.031   0.0
    0.0175     2.310     1.010     0.029   0.0
    0.0175     2.761     0.954     0.028   0.0
    0.0175     3.281     1.016     0.036   0.0
    0.0175     3.874     0.934     0.029   0.0
    0.0175     4.547     1.012     0.034   0.0
    0.0175     5.336     1.100     0.070   0.0
    0.0250     1.103     0.960     0.029   0.0
    0.0250     1.310     0.936     0.028   0.0
    0.0250     1.508     0.966     0.028   0.0
    0.0250     1.706     0.950     0.028   0.0
    0.0250     1.952     1.029     0.026   0.0
    0.0250     2.290     1.007     0.025   0.0
    0.0250     2.754     1.003     0.025   0.0
    0.0250     3.250     1.015     0.028   0.0
    0.0250     3.837     0.982     0.028   0.0
    0.0250     4.584     1.055     0.031   0.0
    0.0250     5.478     0.990     0.026   0.0
    0.0250     6.627     1.029     0.034   0.0
    0.0250     7.918     0.884     0.063   0.0
    0.0350     1.116     0.980     0.038   0.0
    0.0350     1.310     0.904     0.032   0.0
    0.0350     1.508     0.946     0.032   0.0
    0.0350     1.706     0.986     0.034   0.0
    0.0350     1.964     0.976     0.031   0.0
    0.0350     2.304     0.956     0.028   0.0
    0.0350     2.754     1.007     0.029   0.0
    0.0350     3.270     1.007     0.033   0.0
    0.0350     3.837     0.978     0.033   0.0
    0.0350     4.584     0.950     0.032   0.0
    0.0350     5.478     0.950     0.034   0.0
    0.0350     6.750     0.930     0.029   0.0
    0.0350     8.165     1.003     0.035   0.0
    0.0350     9.697     1.001     0.051   0.0
    0.0350    11.440     1.085     0.234   0.0
    0.0450     1.103     0.978     0.071   0.0
    0.0450     1.326     0.986     0.046   0.0
    0.0450     1.508     0.990     0.040   0.0
