   X     Q^2    y  F2(Pb)EPS09/F2pS(F2(Pb)EPS09) statEPS09   systEPS09    F2(Pb)DSSZ/F2p  S(F2(Pb)DSSZ)  statDSSZ    systDSSZ  
 ---------------------------------------------------------------------------------------------------------------------------
0.0225   1.8  0.49 0.823872E+00 0.175178E-01 0.678084E-02 0.339042E-02 0.807937E+00 0.390333E-01 0.664968E-02 0.332484E-02
0.0275   2.0  0.44 0.836769E+00 0.188483E-01 0.694414E-02 0.260405E-02 0.823173E+00 0.344065E-01 0.683131E-02 0.256174E-02
0.0325   2.2  0.41 0.861555E+00 0.214668E-01 0.796098E-02 0.176911E-02 0.851016E+00 0.317397E-01 0.786360E-02 0.174747E-02
0.0375   2.3  0.37 0.878501E+00 0.223457E-01 0.807611E-02 0.179469E-02 0.866822E+00 0.304356E-01 0.796874E-02 0.177083E-02
0.0425   2.4  0.34 0.907179E+00 0.220801E-01 0.906272E-02 0.181254E-02 0.899163E+00 0.302996E-01 0.898265E-02 0.179653E-02
0.0475   2.6  0.33 0.914645E+00 0.206743E-01 0.916478E-02 0.183296E-02 0.909948E+00 0.298978E-01 0.911772E-02 0.182354E-02
0.0525   2.7  0.31 0.942476E+00 0.201254E-01 0.101739E-01 0.184981E-02 0.936208E+00 0.304587E-01 0.101063E-01 0.183750E-02
0.0575   2.8  0.29 0.951349E+00 0.185307E-01 0.111923E-01 0.186539E-02 0.945333E+00 0.310511E-01 0.111216E-01 0.185359E-02
0.0650   3.0  0.28 0.941405E+00 0.163798E-01 0.848113E-02 0.188469E-02 0.935121E+00 0.311857E-01 0.842451E-02 0.187211E-02
0.0750   3.3  0.27 0.958819E+00 0.164511E-01 0.852705E-02 0.189490E-02 0.954224E+00 0.322413E-01 0.848618E-02 0.188582E-02
0.0850   3.6  0.26 0.951045E+00 0.169431E-01 0.947256E-02 0.189451E-02 0.952424E+00 0.331503E-01 0.948630E-02 0.189726E-02
0.0950   3.9  0.25 0.949926E+00 0.170424E-01 0.103560E-01 0.188291E-02 0.957896E+00 0.334318E-01 0.104429E-01 0.189870E-02
0.1130   4.3  0.23 0.954786E+00 0.166072E-01 0.743024E-02 0.185756E-02 0.972362E+00 0.340051E-01 0.756702E-02 0.189175E-02
0.1380   5.1  0.22 0.929427E+00 0.138247E-01 0.918406E-02 0.183681E-02 0.943455E+00 0.322868E-01 0.932268E-02 0.186454E-02
0.1750   6.2  0.22 0.903427E+00 0.168840E-01 0.798708E-02 0.177491E-02 0.917418E+00 0.299770E-01 0.811076E-02 0.180239E-02
0.2250   7.7  0.21 0.839740E+00 0.155347E-01 0.108948E-01 0.167613E-02 0.854033E+00 0.266368E-01 0.110803E-01 0.170466E-02
0.2750   9.1  0.20 0.794607E+00 0.132483E-01 0.135083E-01 0.158921E-02 0.807360E+00 0.250638E-01 0.137251E-01 0.161472E-02
0.3500  11.0  0.19 0.725766E+00 0.114878E-01 0.125005E-01 0.147065E-02 0.742081E+00 0.237172E-01 0.127815E-01 0.150371E-02
0.4500  14.0  0.18 0.633933E+00 0.123505E-01 0.183939E-01 0.131385E-02 0.668871E+00 0.214488E-01 0.194076E-01 0.138626E-02
0.6000  17.0  0.17 0.562600E+00 0.159596E-01 0.222372E-01 0.222372E-02 0.622301E+00 0.165542E-01 0.245969E-01 0.245969E-02
