   X     Q^2  F2(Pb)EPS09/F2p Stheo     statEPS09   systEPS09    F2(Pb)DSSZ/F2p   S(F2(Pb)DSSZ)  statDSSZ    systDSSZ  
 -----------------------------------------------------------------------------------------------------------
0.0310 4.000 0.771502E+00 0.333856E-02 0.405039E-01 0.318245E-01 0.760184E+00 0.153797E-01 0.399097E-01 0.313576E-01
0.0500 7.700 0.838881E+00 0.465159E-02 0.355540E-01 0.259448E-01 0.831461E+00 0.142345E-01 0.352395E-01 0.257153E-01
0.079011.100 0.893978E+00 0.465749E-02 0.292335E-01 0.264044E-01 0.893163E+00 0.175248E-01 0.292068E-01 0.263803E-01
0.123014.600 0.921726E+00 0.449677E-02 0.338332E-01 0.274323E-01 0.924650E+00 0.189942E-01 0.339405E-01 0.275194E-01
0.173017.100 0.902687E+00 0.809730E-02 0.385614E-01 0.271683E-01 0.911160E+00 0.178405E-01 0.389233E-01 0.274233E-01
0.246019.800 0.841240E+00 0.586643E-02 0.341832E-01 0.250121E-01 0.846735E+00 0.155411E-01 0.344065E-01 0.251755E-01
0.343024.800 0.723919E+00 0.235050E-02 0.437319E-01 0.218660E-01 0.735469E+00 0.135700E-01 0.444296E-01 0.222148E-01
0.443032.400 0.622167E+00 0.295256E-02 0.614029E-01 0.192346E-01 0.635856E+00 0.118414E-01 0.627539E-01 0.196578E-01
