   X     Q^2    y  F2(Pb)EPS09  S(F2(Pb)EPS09) statEPS09   systEPS09
 --------------------------------------------------------------------
0.0125   3.4  0.73 0.324619E+00 0.851051E-02 0.737770E-02 0.126475E-01
0.0175   4.5  0.70 0.355774E+00 0.557618E-02 0.626753E-02 0.737356E-02
0.0250   6.1  0.66 0.364671E+00 0.449077E-02 0.421807E-02 0.536845E-02
0.0350   8.1  0.63 0.383837E+00 0.547739E-02 0.432160E-02 0.550022E-02
0.0450  10.0  0.60 0.386623E+00 0.530396E-02 0.437087E-02 0.516558E-02
0.0550  11.8  0.58 0.396060E+00 0.483033E-02 0.436103E-02 0.555040E-02
0.0700  14.1  0.55 0.393267E+00 0.476432E-02 0.350436E-02 0.389373E-02
0.0900  17.1  0.52 0.366944E+00 0.467782E-02 0.336646E-02 0.411456E-02
0.1250  21.7  0.48 0.348593E+00 0.435518E-02 0.239465E-02 0.307884E-02
0.1750  27.8  0.43 0.296965E+00 0.382285E-02 0.268073E-02 0.297859E-02
0.2500  35.7  0.39 0.232683E+00 0.372072E-02 0.209206E-02 0.232451E-02
0.3500  45.4  0.35 0.150773E+00 0.200152E-02 0.213214E-02 0.228443E-02
0.4500  53.6  0.32 0.811459E-01 0.135096E-02 0.191752E-02 0.226616E-02
0.5500  60.3  0.30 0.417706E-01 0.878706E-03 0.176193E-02 0.189085E-02
0.7000  66.6  0.26 0.998945E-02 0.261815E-03 0.652161E-03 0.714271E-03
