   X     Q^2  F2pbeps09S(F2pbeps09) F2Aeps09 S(F2Apbeps09) factoreps09 erfactoreps09 F2pbdssz S(F2pbdssz) F2Adssz S(F2Adssz) factordssz erfactordssz
0.0085   1.8 0.264580E+00 0.165988E-01 0.343276E+00 0.148221E-01 0.275628E+00 0.189804E-01 0.267149E+00 0.222794E-01 0.341308E+00 0.473384E-02 0.279908E+00 0.231133E-01
0.0125   2.4 0.294384E+00 0.116964E-01 0.358154E+00 0.104259E-01 0.302743E+00 0.140055E-01 0.294846E+00 0.182123E-01 0.354301E+00 0.380929E-02 0.306516E+00 0.186632E-01
0.0175   3.0 0.314392E+00 0.805649E-02 0.365949E+00 0.727024E-02 0.320531E+00 0.100116E-01 0.314074E+00 0.149977E-01 0.361290E+00 0.312754E-02 0.324335E+00 0.152662E-01
0.0250   3.8 0.334005E+00 0.667011E-02 0.372015E+00 0.512010E-02 0.337932E+00 0.719050E-02 0.332121E+00 0.120389E-01 0.367125E+00 0.252736E-02 0.340502E+00 0.122741E-01
0.0350   4.7 0.350520E+00 0.732808E-02 0.375210E+00 0.417554E-02 0.352365E+00 0.691477E-02 0.347687E+00 0.993714E-02 0.370813E+00 0.218092E-02 0.353662E+00 0.102144E-01
0.0450   5.6 0.362010E+00 0.700063E-02 0.377381E+00 0.311889E-02 0.361489E+00 0.684373E-02 0.359368E+00 0.962792E-02 0.373115E+00 0.230986E-02 0.362954E+00 0.986656E-02
0.0550   6.3 0.369517E+00 0.621627E-02 0.376428E+00 0.326484E-02 0.367458E+00 0.623913E-02 0.363901E+00 0.983950E-02 0.372432E+00 0.258651E-02 0.365755E+00 0.999152E-02
0.0700   7.3 0.372383E+00 0.592196E-02 0.372154E+00 0.350367E-02 0.369018E+00 0.626207E-02 0.366637E+00 0.106403E-01 0.369192E+00 0.314005E-02 0.366237E+00 0.105932E-01
0.0900   8.7 0.364861E+00 0.566144E-02 0.362350E+00 0.366814E-02 0.362145E+00 0.619022E-02 0.363900E+00 0.113406E-01 0.362075E+00 0.378904E-02 0.361465E+00 0.110515E-01
0.1250  11.0 0.342656E+00 0.568695E-02 0.341296E+00 0.377803E-02 0.340540E+00 0.507600E-02 0.346364E+00 0.111501E-01 0.342769E+00 0.445571E-02 0.342744E+00 0.105824E-01
0.1750  14.0 0.304116E+00 0.456996E-02 0.306279E+00 0.476171E-02 0.303066E+00 0.597821E-02 0.308369E+00 0.949892E-02 0.307112E+00 0.459474E-02 0.306471E+00 0.871918E-02
0.2500  19.0 0.242333E+00 0.427934E-02 0.249141E+00 0.315361E-02 0.242538E+00 0.352451E-02 0.244283E+00 0.731577E-02 0.247122E+00 0.426433E-02 0.246487E+00 0.645471E-02
0.3500  24.0 0.159214E+00 0.296364E-02 0.171542E+00 0.257537E-02 0.162178E+00 0.373385E-02 0.164210E+00 0.513717E-02 0.169233E+00 0.349457E-02 0.169549E+00 0.463534E-02
0.4500  31.0 0.903109E-01 0.223559E-02 0.102286E+00 0.212587E-02 0.941212E-01 0.329850E-02 0.966135E-01 0.302074E-02 0.101152E+00 0.249358E-02 0.101818E+00 0.299369E-02
0.5500  38.0 0.438341E-01 0.144811E-02 0.521418E-01 0.151828E-02 0.466066E-01 0.229439E-02 0.473646E-01 0.205893E-02 0.507236E-01 0.172543E-02 0.517684E-01 0.192752E-02
0.6500  44.0 0.178188E-01 0.673036E-03 0.219551E-01 0.743611E-03 0.191100E-01 0.109977E-02 0.202133E-01 0.433321E-03 0.219414E-01 0.814361E-03 0.216915E-01 0.823280E-03
