   X     Q^2    y  F2(Pb)EPS09  S(F2(Pb)EPS09) statEPS09   systEPS09
 --------------------------------------------------------------------
0.0550   4.8  0.27 0.352803E+00 0.575146E-02 0.393593E-02 0.178906E-02
0.0700   6.0  0.25 0.365594E+00 0.562997E-02 0.364500E-02 0.182250E-02
0.0900   7.2  0.24 0.360580E+00 0.522694E-02 0.430972E-02 0.179571E-02
0.1250   9.2  0.23 0.342228E+00 0.558328E-02 0.339175E-02 0.169588E-02
0.1750  12.0  0.23 0.303366E+00 0.476338E-02 0.423865E-02 0.151380E-02
0.2500  17.0  0.22 0.242518E+00 0.385147E-02 0.366710E-02 0.122237E-02
0.3500  23.0  0.21 0.161745E+00 0.336459E-02 0.441122E-02 0.816893E-03
0.4500  29.0  0.20 0.870390E-01 0.271548E-02 0.411283E-02 0.478236E-03
0.5500  33.0  0.15 0.476868E-01 0.211171E-02 0.395781E-02 0.289596E-03
0.6500  39.0  0.13 0.159131E-01 0.825686E-03 0.214558E-02 0.278131E-03
