   X     Q^2 F2(Pb)EPS09  S(F2(Pb)EPS09) statEPS09 systEPS09
 -----------------------------------------------------------
0.2200  5.00 0.284370E+00 0.509456E-02 0.370051E-02 (1+0.7)%
0.3000  5.00 0.236722E+00 0.348600E-02 0.351915E-02
0.4000  5.00 0.161848E+00 0.300427E-02 0.149093E-02
