   X     Q^2    y  F2(Pb)EPS09  S(F2(Pb)EPS09) statEPS09   systEPS09
 --------------------------------------------------------------------
0.0450   5.5  0.34 0.358215E+00 0.496957E-02 0.291528E-02 0.182205E-02
0.0550   6.4  0.32 0.373939E+00 0.484378E-02 0.332883E-02 0.184935E-02
0.0900   9.6  0.30 0.371231E+00 0.406854E-02 0.325008E-02 0.180560E-02
0.1250  12.0  0.28 0.349062E+00 0.401284E-02 0.236767E-02 0.169119E-02
0.1750  15.0  0.27 0.302966E+00 0.425662E-02 0.299670E-02 0.149835E-02
0.2500  20.0  0.23 0.243751E+00 0.322847E-02 0.241338E-02 0.120669E-02
0.3500  27.0  0.21 0.156402E+00 0.258607E-02 0.241610E-02 0.805366E-03
0.4500  32.0  0.20 0.927798E-01 0.229896E-02 0.228381E-02 0.475794E-03
0.5500  37.0  0.17 0.444265E-01 0.156267E-02 0.177706E-02 0.528315E-03
0.6500  41.0  0.14 0.174648E-01 0.722957E-03 0.104028E-02 0.120033E-03
