  x       Q^2   F2(Ag)/F2(D)    stat.     syst.
-----------------------------------------------
 0.22     5.0	  1.001		0.017    (1+1.1)%
 0.30     5.0	  1.012		0.016
 0.40	  5.0	  0.975		0.012
 0.50     5.0	  0.912		0.011
 0.60	  5.0	  0.877		0.010
 0.70	  5.0	  0.844		0.010
 0.60	 10.0	  0.858		0.014
