1e-05	-nan	0.382716	0.53558	1	1	1	1	1	1	6.19004	0.382716	0.382716	1	1	
1.03753e-05	-nan	0.383094	0.535614	1	1	1	1	1	1	6.19028	0.383094	0.383094	1	1	
1.07647e-05	-nan	0.383476	0.535649	1	1	1	1	1	1	6.19052	0.383476	0.383476	1	1	
1.11686e-05	-nan	0.383863	0.535684	1	1	1	1	1	1	6.19076	0.383863	0.383863	1	1	
1.15878e-05	-nan	0.384255	0.53572	1	1	1	1	1	1	6.19101	0.384255	0.384255	1	1	
1.20226e-05	-nan	0.384651	0.535757	1	1	1	1	1	1	6.19127	0.384651	0.384651	1	1	
1.24738e-05	-nan	0.385051	0.535794	1	1	1	1	1	1	6.19153	0.385051	0.385051	1	1	
1.2942e-05	-nan	0.385457	0.535832	1	1	1	1	1	1	6.19179	0.385457	0.385457	1	1	
1.34276e-05	-nan	0.385866	0.53587	1	1	1	1	1	1	6.19206	0.385866	0.385866	1	1	
1.39316e-05	-nan	0.386281	0.535909	1	1	1	1	1	1	6.19234	0.386281	0.386281	1	1	
1.44544e-05	-nan	0.386701	0.535949	1	1	1	1	1	1	6.19262	0.386701	0.386701	1	1	
1.49968e-05	-nan	0.387125	0.535989	1	1	1	1	1	1	6.1929	0.387125	0.387125	1	1	
1.55597e-05	-nan	0.387555	0.53603	1	1	1	1	1	1	6.19319	0.387555	0.387555	1	1	
1.61436e-05	-nan	0.38799	0.536071	1	1	1	1	1	1	6.19349	0.38799	0.38799	1	1	
1.67494e-05	-nan	0.388429	0.536114	1	1	1	1	1	1	6.19379	0.388429	0.388429	1	1	
1.7378e-05	-nan	0.388874	0.536157	1	1	1	1	1	1	6.1941	0.388874	0.388874	1	1	
1.80302e-05	-nan	0.389325	0.5362	1	1	1	1	1	1	6.19441	0.389325	0.389325	1	1	
1.87068e-05	-nan	0.389781	0.536245	1	1	1	1	1	1	6.19473	0.389781	0.389781	1	1	
1.94089e-05	-nan	0.390242	0.53629	1	1	1	1	1	1	6.19506	0.390242	0.390242	1	1	
2.01372e-05	-nan	0.390709	0.536335	1	1	1	1	1	1	6.19539	0.390709	0.390709	1	1	
2.0893e-05	-nan	0.391181	0.536382	1	1	1	1	1	1	6.19573	0.391181	0.391181	1	1	
2.1677e-05	-nan	0.39166	0.536429	1	1	1	1	1	1	6.19607	0.39166	0.39166	1	1	
2.24905e-05	-nan	0.392144	0.536477	1	1	1	1	1	1	6.19642	0.392144	0.392144	1	1	
2.33346e-05	-nan	0.392634	0.536526	1	1	1	1	1	1	6.19678	0.392634	0.392634	1	1	
2.42103e-05	-nan	0.39313	0.536576	1	1	1	1	1	1	6.19715	0.39313	0.39313	1	1	
2.51189e-05	-nan	0.393633	0.536626	1	1	1	1	1	1	6.19752	0.393633	0.393633	1	1	
2.60615e-05	-nan	0.394141	0.536677	1	1	1	1	1	1	6.1979	0.394141	0.394141	1	1	
2.70396e-05	-nan	0.394656	0.53673	1	1	1	1	1	1	6.19828	0.394656	0.394656	1	1	
2.80543e-05	-nan	0.395177	0.536783	1	1	1	1	1	1	6.19867	0.395177	0.395177	1	1	
2.91072e-05	-nan	0.395705	0.536837	1	1	1	1	1	1	6.19908	0.395705	0.395705	1	1	
3.01995e-05	-nan	0.396239	0.536891	1	1	1	1	1	1	6.19948	0.396239	0.396239	1	1	
3.13329e-05	-nan	0.396781	0.536947	1	1	1	1	1	1	6.1999	0.396781	0.396781	1	1	
3.25087e-05	-nan	0.397329	0.537004	1	1	1	1	1	1	6.20032	0.397329	0.397329	1	1	
3.37287e-05	-nan	0.397884	0.537061	1	1	1	1	1	1	6.20075	0.397884	0.397884	1	1	
3.49945e-05	-nan	0.398446	0.53712	1	1	1	1	1	1	6.20119	0.398446	0.398446	1	1	
3.63078e-05	-nan	0.399015	0.53718	1	1	1	1	1	1	6.20164	0.399015	0.399015	1	1	
3.76704e-05	-nan	0.399591	0.53724	1	1	1	1	1	1	6.2021	0.399591	0.399591	1	1	
3.90841e-05	-nan	0.400175	0.537302	1	1	1	1	1	1	6.20256	0.400175	0.400175	1	1	
4.05509e-05	-nan	0.400767	0.537365	1	1	1	1	1	1	6.20304	0.400767	0.400767	1	1	
4.20727e-05	-nan	0.401366	0.537428	1	1	1	1	1	1	6.20352	0.401366	0.401366	1	1	
4.36516e-05	-nan	0.401973	0.537493	1	1	1	1	1	1	6.20401	0.401973	0.401973	1	1	
4.52898e-05	-nan	0.402588	0.537559	1	1	1	1	1	1	6.20451	0.402588	0.402588	1	1	
4.69894e-05	-nan	0.403211	0.537626	1	1	1	1	1	1	6.20502	0.403211	0.403211	1	1	
4.87528e-05	-nan	0.403842	0.537695	1	1	1	1	1	1	6.20554	0.403842	0.403842	1	1	
5.05825e-05	-nan	0.404481	0.537764	1	1	1	1	1	1	6.20607	0.404481	0.404481	1	1	
5.24807e-05	-nan	0.405129	0.537835	1	1	1	1	1	1	6.20661	0.405129	0.405129	1	1	
5.44503e-05	-nan	0.405785	0.537907	1	1	1	1	1	1	6.20716	0.405785	0.405785	1	1	
5.64937e-05	-nan	0.40645	0.53798	1	1	1	1	1	1	6.20772	0.40645	0.40645	1	1	
5.86138e-05	-nan	0.407124	0.538054	1	1	1	1	1	1	6.20829	0.407124	0.407124	1	1	
6.08135e-05	-nan	0.407807	0.53813	1	1	1	1	1	1	6.20888	0.407807	0.407807	1	1	
6.30957e-05	-nan	0.408499	0.538207	1	1	1	1	1	1	6.20947	0.408499	0.408499	1	1	
6.54636e-05	-nan	0.409201	0.538286	1	1	1	1	1	1	6.21007	0.409201	0.409201	1	1	
