   X         Q^2   F2(Pb)DSSZ  S(F2(Pb)DSSZ) statDSSZ 
 -----------------------------------------------------------
  0.0125   3.738 0.345195E+00 0.181965E-01 0.133172E-01
  0.0125   4.310 0.309074E+00 0.155888E-01 0.288275E-01
  0.0175   3.281 0.337757E+00 0.154892E-01 0.119678E-01
  0.0175   3.874 0.323563E+00 0.141352E-01 0.100464E-01
  0.0175   4.547 0.364672E+00 0.151593E-01 0.122518E-01
  0.0175   5.336 0.411565E+00 0.163935E-01 0.261905E-01
  0.0250   3.250 0.335094E+00 0.126432E-01 0.924397E-02
  0.0250   3.837 0.335601E+00 0.120486E-01 0.956906E-02
  0.0250   4.584 0.373955E+00 0.126843E-01 0.109882E-01
  0.0250   5.478 0.363425E+00 0.117162E-01 0.954450E-02
  0.0250   6.627 0.391704E+00 0.119751E-01 0.129426E-01
  0.0250   7.918 0.347795E+00 0.101237E-01 0.247863E-01
  0.0350   1.116 0.262733E+00 0.124086E-01 0.101876E-01
  0.0350   1.310 0.251501E+00 0.111673E-01 0.890269E-02
  0.0350   1.508 0.271732E+00 0.112981E-01 0.919178E-02
  0.0350   1.706 0.290701E+00 0.116027E-01 0.100242E-01
  0.0350   1.964 0.296236E+00 0.112120E-01 0.940913E-02
  0.0350   2.304 0.299124E+00 0.107815E-01 0.876095E-02
  0.0350   2.754 0.325628E+00 0.110669E-01 0.937758E-02
  0.0350   3.270 0.335609E+00 0.108061E-01 0.109981E-01
  0.0350   3.837 0.334859E+00 0.102903E-01 0.112989E-01
  0.0350   4.584 0.334973E+00 0.973960E-02 0.112833E-01
  0.0350   5.478 0.344540E+00 0.953482E-02 0.123309E-01
  0.0350   6.750 0.348225E+00 0.909902E-02 0.108586E-01
  0.0350   8.165 0.386285E+00 0.958431E-02 0.134795E-01
  0.0350   9.697 0.395075E+00 0.937615E-02 0.201287E-01
  0.0350  11.440 0.438038E+00 0.998688E-02 0.944709E-01
  0.0450   1.103 0.273534E+00 0.120592E-01 0.198578E-01
  0.0450   1.326 0.286624E+00 0.117961E-01 0.133719E-01
  0.0450   1.508 0.295300E+00 0.114839E-01 0.119313E-01
  0.0450   1.706 0.308213E+00 0.115439E-01 0.122065E-01
  0.0450   1.964 0.295359E+00 0.105454E-01 0.103250E-01
  0.0450   2.304 0.310074E+00 0.106033E-01 0.102716E-01
  0.0450   2.754 0.347693E+00 0.113000E-01 0.112159E-01
  0.0450   3.230 0.332179E+00 0.103399E-01 0.124905E-01
  0.0450   3.813 0.339167E+00 0.101376E-01 0.124338E-01
  0.0450   4.584 0.362484E+00 0.103298E-01 0.148675E-01
  0.0450   5.478 0.350529E+00 0.958931E-02 0.141226E-01
  0.0450   6.750 0.388631E+00 0.101406E-01 0.141185E-01
  0.0450   8.266 0.379811E+00 0.947375E-02 0.148423E-01
  0.0450   9.877 0.381392E+00 0.915981E-02 0.155353E-01
  0.0450  12.096 0.416958E+00 0.961761E-02 0.234291E-01
