   X     Q^2    y  F2(Pb)DSSZ  S(F2(Pb)DSSZ) statDSSZ   systDSSZ
 --------------------------------------------------------------------
0.0125   3.4  0.73 0.339512E+00 0.344281E-02 0.175675E-01 0.190952E-01
0.0175   4.5  0.69 0.359782E+00 0.292428E-02 0.121099E-01 0.117193E-01
0.0250   6.1  0.66 0.372015E+00 0.229755E-02 0.713887E-02 0.674227E-02
0.0350   8.0  0.62 0.382522E+00 0.188724E-02 0.636212E-02 0.477159E-02
0.0450   9.8  0.59 0.388781E+00 0.203897E-02 0.673042E-02 0.475089E-02
0.0550  11.6  0.57 0.397833E+00 0.242569E-02 0.666979E-02 0.431575E-02
0.0700  13.9  0.54 0.394745E+00 0.307767E-02 0.499192E-02 0.422393E-02
0.0900  16.9  0.51 0.374568E+00 0.368527E-02 0.519203E-02 0.370860E-02
0.1250  21.4  0.47 0.348627E+00 0.431791E-02 0.378195E-02 0.275051E-02
0.1750  27.5  0.43 0.307765E+00 0.444139E-02 0.391865E-02 0.301435E-02
0.2500  35.5  0.39 0.236463E+00 0.399316E-02 0.284895E-02 0.237413E-02
0.3500  45.3  0.35 0.153994E+00 0.311284E-02 0.332361E-02 0.237400E-02
0.4500  53.6  0.32 0.907731E-01 0.214812E-02 0.336890E-02 0.224593E-02
0.5500  60.0  0.30 0.417856E-01 0.137575E-02 0.266419E-02 0.191634E-02
0.7000  66.1  0.26 0.964144E-02 0.362804E-03 0.821308E-03 0.104747E-02
