   X     Q^2 F2(Pb)DSSZ  S(F2(Pb)DSSZ) statDSSZ systDSSZ
 -----------------------------------------------------------
0.1300  2.00 0.341601E+00 0.213464E-02 0.462963E-02 (1+2.3)%
0.2200  2.00 0.308357E+00 0.167470E-02 0.427849E-02
0.3000  2.00 0.271873E+00 0.138587E-02 0.379106E-02
0.4000  2.00 0.206522E+00 0.105636E-02 0.298381E-02
0.5000  2.00 0.136769E+00 0.703068E-03 0.161944E-02
0.2200  5.00 0.291893E+00 0.149892E-02 0.348530E-02
0.3000  5.00 0.244397E+00 0.121017E-02 0.365864E-02
0.4000  5.00 0.174410E+00 0.873892E-03 0.160994E-02
0.5000  5.00 0.106792E+00 0.537633E-03 0.114953E-02
0.6000  5.00 0.565015E-01 0.279699E-03 0.437512E-03
0.7000  5.00 0.239027E-01 0.115159E-03 0.216069E-03
0.4000 10.00 0.154160E+00 0.765964E-03 0.207676E-02
0.5000 10.00 0.924774E-01 0.461107E-03 0.177273E-02
0.6000 10.00 0.455855E-01 0.224199E-03 0.666605E-03
0.7000 10.00 0.187835E-01 0.904058E-04 0.359189E-03
0.8000 10.00 0.570739E-02 0.266888E-04 0.105367E-03
0.6000 15.00 0.425674E-01 0.208479E-03 0.740302E-03
