   X     Q^2 F2(Pb)DSSZ  S(F2(Pb)DSSZ)   statDSSZ  systDSSZ
 -----------------------------------------------------------
0.2200  2.00 0.308525E+00 0.954332E-02 0.644038E-02 (1+2.2)%
0.3000  2.00 0.271987E+00 0.791160E-02 0.534356E-02
0.4000  2.00 0.202303E+00 0.614656E-02 0.413285E-02
0.5000  2.00 0.132501E+00 0.420883E-02 0.281318E-02
0.2200  5.00 0.286631E+00 0.819261E-02 0.609854E-02
0.3000  5.00 0.236795E+00 0.655701E-02 0.503819E-02
0.4000  5.00 0.169920E+00 0.497465E-02 0.328766E-02
0.5000  5.00 0.103662E+00 0.321285E-02 0.197243E-02
0.5000  5.00 0.105306E+00 0.326380E-02 0.219159E-02
0.4000 10.00 0.147841E+00 0.425885E-02 0.324078E-02
0.5000 10.00 0.886883E-01 0.272997E-02 0.225002E-02
0.6000 10.00 0.449922E-01 0.152535E-02 0.960345E-03
0.7000 10.00 0.183754E-01 0.759501E-03 0.504499E-03
0.6000 15.00 0.403498E-01 0.137636E-02 0.995756E-03
