      x         Q^2   F2(C)/F2(D) stat    syst
 ----------------------------------------------
    0.0055   1.09310  0.900500    0.0221   0.0
    0.0055   1.29740  0.906530    0.0221   0.0
    0.0055   1.48800  0.934670    0.0251   0.0
    0.0055   1.68340  0.892460    0.0331   0.0
    0.0055   1.90440  0.852260    0.0432   0.0
    0.0085   1.10352  0.960804    0.0251   0.0
    0.0085   1.30309  0.950754    0.0231   0.0
    0.0085   1.51058  0.928643    0.0221   0.0
    0.0085   1.69803  0.940704    0.0231   0.0
    0.0085   1.93240  0.898492    0.0221   0.0
    0.0085   2.29595  0.970854    0.0221   0.0
    0.0085   2.71116  0.942714    0.0321   0.0
    0.0125   1.11686  0.961194    0.0308   0.0
    0.0125   1.31019  0.955224    0.0248   0.0
    0.0125   1.50892  0.921393    0.0179   0.0
    0.0125   1.70608  0.915423    0.0199   0.0
    0.0125   1.92900  0.981095    0.0199   0.0
    0.0125   2.30498  0.935323    0.0208   0.0
    0.0125   2.72061  0.937313    0.0218   0.0
    0.0125   3.23097  0.943284    0.0208   0.0
    0.0125   3.81358  0.883582    0.0228   0.0
    0.0125   4.31188  0.853731    0.0527   0.0
    0.0175   1.11686  0.946000    0.0460   0.0
    0.0175   1.31019  0.914000    0.0310   0.0
    0.0175   1.50892  0.968000    0.0310   0.0
    0.0175   1.70608  0.952000    0.0280   0.0
    0.0175   1.94089  0.962000    0.0240   0.0
    0.0175   2.29087  0.990000    0.0220   0.0
    0.0175   2.70396  0.962000    0.0210   0.0
    0.0175   3.23097  0.950000    0.0230   0.0
    0.0175   3.88448  0.956000    0.0230   0.0
    0.0175   4.58494  0.942000    0.0220   0.0
    0.0175   5.37857  0.954000    0.0310   0.0
    0.0175   6.19441  0.896000    0.0950   0.0
    0.0250   1.11686  1.017000    0.0482   0.0
    0.0250   1.31019  0.948700    0.0311   0.0
    0.0250   1.50892  0.950700    0.0271   0.0
    0.0250   1.70608  0.928600    0.0271   0.0
    0.0250   1.94089  0.984900    0.0231   0.0
    0.0250   2.30498  0.968800    0.0231   0.0
    0.0250   2.72061  0.942700    0.0211   0.0
    0.0250   3.23097  0.972800    0.0221   0.0
    0.0250   3.81358  0.954700    0.0221   0.0
    0.0250   4.58494  0.994900    0.0221   0.0
    0.0250   5.51231  0.944700    0.0221   0.0
    0.0250   6.62725  0.964800    0.0231   0.0
    0.0250   8.06616  0.956700    0.0321   0.0
    0.0250   9.23280  0.948700    0.1467   0.0
    0.0350   1.11003  0.968800    0.0864   0.0
    0.0350   1.31019  1.069300    0.0552   0.0
    0.0350   1.50892  1.003000    0.0371   0.0
    0.0350   1.70608  0.964800    0.0341   0.0
    0.0350   1.94089  1.001000    0.0261   0.0
    0.0350   2.30498  0.976800    0.0241   0.0
    0.0350   2.73737  0.970800    0.0241   0.0
    0.0350   3.23097  0.958700    0.0241   0.0
    0.0350   3.83707  0.986900    0.0241   0.0
    0.0350   4.61318  0.986900    0.0251   0.0
    0.0350   5.47856  0.988900    0.0261   0.0
    0.0350   6.70914  0.998900    0.0221   0.0
    0.0350   8.21612  0.998900    0.0221   0.0
    0.0350   9.81748  1.035100    0.0261   0.0
    0.0350  11.58780  0.954700    0.0673   0.0
    0.0450   1.10323  0.860000    0.0600   0.0
    0.0450   1.32638  0.828000    0.0410   0.0
    0.0450   1.52757  1.028000    0.0620   0.0
    0.0450   1.71659  0.980000    0.0450   0.0
    0.0450   1.98915  0.986000    0.0320   0.0
    0.0450   2.30498  1.000000    0.0270   0.0
    0.0450   2.72061  0.976000    0.0280   0.0
    0.0450   3.23097  0.986000    0.0270   0.0
    0.0450   3.83707  0.974000    0.0260   0.0
    0.0450   4.58494  0.964000    0.0270   0.0
    0.0450   5.47856  1.002000    0.0300   0.0
    0.0450   6.75046  0.994000    0.0260   0.0
    0.0450   8.16582  0.974000    0.0270   0.0
    0.0450   9.87795  0.960000    0.0250   0.0
    0.0450  12.17120  0.982000    0.0270   0.0
    0.0450  14.54340  0.980000    0.0920   0.0
    0.0550   1.11686  0.980000    0.1260   0.0
    0.0550   1.30217  0.948000    0.1260   0.0
    0.0550   1.51822  1.104000    0.1150   0.0
    0.0550   1.70608  1.030000    0.0720   0.0
    0.0550   1.97697  1.036000    0.0490   0.0
    0.0550   2.30498  1.012000    0.0320   0.0
    0.0550   2.72061  0.950000    0.0290   0.0
    0.0550   3.23097  0.980000    0.0310   0.0
    0.0550   3.83707  1.026000    0.0300   0.0
    0.0550   4.58494  1.036000    0.0340   0.0
    0.0550   5.47856  0.992000    0.0330   0.0
    0.0550   6.75046  1.024000    0.0330   0.0
    0.0550   8.21612  1.040000    0.0320   0.0
    0.0550  10.00000  1.006000    0.0290   0.0
    0.0550  12.32160  1.010000    0.0280   0.0
    0.0550  15.36970  1.022000    0.0350   0.0
    0.0550  18.47850  1.122000    0.2250   0.0
    0.0700   1.32638  1.044400    0.1494   0.0
    0.0700   1.50892  1.048400    0.1141   0.0
    0.0700   1.70608  1.086800    0.1282   0.0
    0.0700   1.97697  1.121200    0.0636   0.0
    0.0700   2.33346  0.931300    0.0333   0.0
    0.0700   2.77119  1.052500    0.0262   0.0
    0.0700   3.23097  1.040400    0.0282   0.0
    0.0700   3.81358  1.018100    0.0252   0.0
    0.0700   4.58494  0.965600    0.0262   0.0
    0.0700   5.47856  0.987800    0.0272   0.0
    0.0700   6.75046  1.008000    0.0262   0.0
    0.0700   8.26672  1.048400    0.0272   0.0
    0.0700  10.00000  1.016100    0.0242   0.0
    0.0700  12.32160  0.993900    0.0222   0.0
    0.0700  15.65550  1.048400    0.0252   0.0
    0.0700  19.64870  1.064600    0.0373   0.0
    0.0700  23.76840  1.149400    0.1666   0.0
    0.0900   1.72240  1.161800    0.2030   0.0
    0.0900   1.93520  1.115500    0.1366   0.0
    0.0900   2.35000  1.081400    0.0914   0.0
    0.0900   2.76030  0.984900    0.0432   0.0
    0.0900   3.24220  1.019100    0.0381   0.0
    0.0900   3.85070  1.053200    0.0301   0.0
    0.0900   4.57340  1.003000    0.0331   0.0
    0.0900   5.49230  1.059300    0.0321   0.0
    0.0900   6.66950  1.039200    0.0301   0.0
    0.0900   8.28080  1.017000    0.0331   0.0
    0.0900   9.94460  1.009000    0.0271   0.0
    0.0900  12.41500  1.021100    0.0261   0.0
    0.0900  15.76100  1.033100    0.0261   0.0
    0.0900  20.11900  1.001000    0.0311   0.0
    0.0900  25.39900  1.085400    0.0492   0.0
    0.1250   2.29230  0.901200    0.1002   0.0
    0.1250   2.76530  0.995800    0.0924   0.0
    0.1250   3.26430  1.020100    0.0341   0.0
    0.1250   3.85450  0.998100    0.0341   0.0
    0.1250   4.54990  1.026400    0.0291   0.0
    0.1250   5.43350  0.972300    0.0241   0.0
    0.1250   6.62670  1.083000    0.0271   0.0
    0.1250   8.18040  1.039000    0.0271   0.0
    0.1250   9.92820  1.051200    0.0251   0.0
    0.1250  12.25400  1.029300    0.0180   0.0
    0.1250  15.72000  1.029500    0.0201   0.0
    0.1250  20.05600  1.019700    0.0241   0.0
    0.1250  26.15400  1.050000    0.0281   0.0
    0.1250  34.29700  1.078400    0.0432   0.0
    0.1250  42.08600  1.096700    0.2190   0.0
    0.1750   3.26020  0.840000    0.0980   0.0
    0.1750   3.80820  1.032000    0.1860   0.0
    0.1750   4.70200  0.918000    0.0670   0.0
    0.1750   5.52290  1.070000    0.0480   0.0
    0.1750   6.74390  0.988000    0.0320   0.0
    0.1750   8.23490  0.998000    0.0340   0.0
    0.1750  10.05500  1.026000    0.0300   0.0
    0.1750  12.34700  1.044000    0.0250   0.0
    0.1750  15.93700  1.014000    0.0240   0.0
    0.1750  20.23100  0.994000    0.0270   0.0
    0.1750  26.25800  0.986000    0.0300   0.0
    0.1750  35.23600  0.984000    0.0390   0.0
    0.1750  45.22900  1.038000    0.0570   0.0
    0.2500   5.87800  1.147400    0.2787   0.0
    0.2500   6.82550  1.034300    0.0585   0.0
    0.2500   8.19330  1.048400    0.0575   0.0
    0.2500  10.05500  1.040400    0.0323   0.0
    0.2500  12.40900  0.963600    0.0232   0.0
    0.2500  15.83100  1.028200    0.0222   0.0
    0.2500  20.19700  1.002000    0.0262   0.0
    0.2500  26.19800  1.022200    0.0262   0.0
    0.2500  34.93500  1.044400    0.0353   0.0
    0.2500  47.10600  1.010100    0.0424   0.0
    0.2500  60.09600  0.939300    0.0636   0.0
    0.3500  13.00300  0.976800    0.0494   0.0
    0.3500  15.87400  0.989000    0.0313   0.0
    0.3500  20.14400  1.009400    0.0353   0.0
    0.3500  26.43500  0.934700    0.0343   0.0
    0.3500  35.07100  0.916700    0.0424   0.0
    0.3500  47.30600  0.916800    0.0515   0.0
    0.3500  63.09300  0.977500    0.0666   0.0
    0.3500  80.48100  1.106900    0.1525   0.0
    0.4500  16.94000  0.934000    0.0700   0.0
    0.4500  20.34300  1.016000    0.0480   0.0
    0.4500  26.55100  0.998000    0.0490   0.0
    0.4500  35.23600  0.944000    0.0580   0.0
    0.4500  47.02000  0.956000    0.0760   0.0
    0.4500  64.15400  0.936000    0.0880   0.0
    0.4500  84.66600  0.818000    0.0950   0.0
    0.5500  21.41800  0.893300    0.1840   0.0
    0.5500  26.59400  0.804500    0.0500   0.0
    0.5500  35.26800  0.905500    0.0790   0.0
    0.5500  46.51200  1.009600    0.1100   0.0
    0.5500  63.78600  1.023800    0.1610   0.0
    0.5500  86.43900  1.293900    0.2520   0.0
    0.6500  27.29900  0.802500    0.0873   0.0
    0.6500  35.02700  0.918700    0.0979   0.0
    0.6500  47.00800  0.880400    0.0804   0.0
